Revenue_ID,Drug_ID,Year,Total_Revenue
R-2245,D-1945,2021,1534499.96
R-2246,D-6859,2019,887157.16
R-2247,D-2245,2017,261117.44
R-2248,D-9795,2016,1731515.38
R-2249,D-9502,2024,1091842.11
R-2250,D-6802,2021,68062.33
R-2251,D-9020,2018,508200.19
R-2252,D-1073,2019,1712032.57
R-2253,D-7665,2021,277193.81
R-2254,D-5461,2016,665519.84
R-2255,D-5043,2015,75043.12
R-2256,D-9106,2023,1226312.56
R-2257,D-1532,2022,1013224.17
R-2258,D-4706,2020,947345.05
R-2259,D-4830,2024,1075720.4
R-2260,D-2119,2023,619540.35
R-2261,D-4034,2021,1667073.66
R-2262,D-3598,2015,1398905.3
R-2263,D-5638,2022,627102.88
R-2264,D-2549,2023,621004.67
R-2265,D-1616,2021,233411.23
R-2266,D-5164,2018,280336.9
R-2267,D-6644,2023,1515462.57
R-2268,D-801,2016,560596.1
R-2269,D-2306,2017,1547693.5
R-2270,D-3558,2019,537763.05
R-2271,D-2753,2015,1697331.28
R-2272,D-4931,2020,1743645.21
R-2273,D-8123,2022,1324711.36
R-2274,D-5024,2024,1178484.98
R-2275,D-6495,2017,1717274.36
R-2276,D-8634,2021,1902972.31
R-2277,D-7865,2023,130468.31
R-2278,D-9302,2017,861315.34
R-2279,D-2173,2019,641621.85
R-2280,D-8091,2023,790550.41
R-2281,D-1403,2018,556178.23
R-2282,D-9026,2022,1256720.29
R-2283,D-5737,2020,157337.18
R-2284,D-5806,2016,91151.36
R-2285,D-1169,2021,1352886.79
R-2286,D-3768,2015,1038175.62
R-2287,D-7654,2021,1003934.08
R-2288,D-889,2016,767387.42
R-2289,D-3419,2019,1776131.98
R-2290,D-5759,2015,694162.83
R-2291,D-9524,2018,1765292.46
R-2292,D-7402,2020,589787.92
R-2293,D-9822,2016,603878.84
R-2294,D-7490,2024,1186171.88
R-2295,D-8883,2020,1380615.08
R-2296,D-265,2022,1337611.58
R-2297,D-9156,2018,178452.26
R-2298,D-8098,2015,645327.17
R-2299,D-8294,2015,1185524.9
R-2300,D-4750,2024,1074183.35
R-2301,D-1641,2022,1658657.5
R-2302,D-7504,2019,100049.45
R-2303,D-8389,2021,55931.99
R-2304,D-6849,2020,103563.76
R-2305,D-7722,2017,272626.12
R-2306,D-3668,2019,115482.28
R-2307,D-3533,2023,1222112.12
R-2308,D-7134,2018,395511.69
R-2309,D-9767,2019,1471976.41
R-2310,D-3608,2023,123902.24
R-2311,D-9357,2018,1373454.38
R-2312,D-4931,2016,486183.28
R-2313,D-9747,2016,524321.5
R-2314,D-9607,2019,310138.57
R-2315,D-5396,2020,1066159.75
R-2316,D-8057,2015,1236621.05
R-2317,D-3034,2021,220113.41
R-2318,D-489,2019,1156860.87
R-2319,D-2150,2020,262536.0
R-2320,D-842,2018,631590.76
R-2321,D-3375,2018,1130274.4
R-2322,D-5185,2019,953428.86
R-2323,D-2678,2024,1677122.88
R-2324,D-1988,2020,447927.07
R-2325,D-1013,2021,1757213.18
R-2326,D-4954,2024,1700451.75
R-2327,D-8854,2017,878053.65
R-2328,D-1577,2019,1904121.53
R-2329,D-1944,2015,1412152.05
R-2330,D-4250,2016,187919.91
R-2331,D-6839,2018,1763955.58
R-2332,D-8666,2023,1229530.23
R-2333,D-1459,2020,1317616.7
R-2334,D-3972,2024,1872654.06
R-2335,D-8748,2023,843625.12
R-2336,D-9625,2021,407043.37
R-2337,D-3722,2019,1469070.83
R-2338,D-3995,2021,51796.89
R-2339,D-1203,2023,1238170.91
R-2340,D-3468,2019,1094883.85
R-2341,D-8579,2023,632426.35
R-2342,D-7054,2015,1639708.77
R-2343,D-3259,2023,437167.98
R-2344,D-4735,2020,1014753.58
R-2345,D-9418,2017,672278.8
R-2346,D-2223,2017,1370953.67
R-2347,D-3526,2023,1688816.66
R-2348,D-5301,2017,788073.41
R-2349,D-2202,2019,347086.6
R-2350,D-4568,2023,1374364.98
R-2351,D-9949,2022,1959745.78
R-2352,D-3225,2019,805235.73
R-2353,D-7990,2018,1514118.91
R-2354,D-1831,2017,1595604.29
R-2355,D-728,2018,745039.3
R-2356,D-4568,2021,476949.26
R-2357,D-1630,2017,1103204.71
R-2358,D-7616,2024,909889.13
R-2359,D-6520,2023,1207977.14
R-2360,D-3055,2017,1487340.86
R-2361,D-9108,2020,699168.06
R-2362,D-5448,2024,610758.83
R-2363,D-1724,2024,1526824.77
R-2364,D-106,2020,923330.66
R-2365,D-4096,2020,422041.55
R-2366,D-111,2016,942748.38
R-2367,D-1158,2016,1646232.89
R-2368,D-6747,2019,1608851.4
R-2369,D-4496,2015,1607569.75
R-2370,D-686,2021,1140792.12
R-2371,D-4380,2023,778826.16
R-2372,D-417,2019,1408659.31
R-2373,D-3733,2015,1199031.52
R-2374,D-7671,2015,1407162.26
R-2375,D-6558,2015,1903402.21
R-2376,D-2121,2021,89537.61
R-2377,D-1891,2022,297575.59
R-2378,D-1812,2024,1574515.64
R-2379,D-8656,2019,547973.66
R-2380,D-9107,2022,818611.42
R-2381,D-333,2016,614507.58
R-2382,D-7156,2024,335484.73
R-2383,D-607,2024,1663949.34
R-2384,D-4532,2016,1902919.47
R-2385,D-4008,2017,65076.74
R-2386,D-8254,2015,1717060.01
R-2387,D-9635,2016,1040511.7
R-2388,D-1310,2016,562939.12
R-2389,D-1767,2016,1155190.76
R-2390,D-4982,2021,1490578.84
R-2391,D-8398,2017,273247.03
R-2392,D-2410,2023,755857.08
R-2393,D-1146,2017,1186599.85
R-2394,D-9970,2015,1622406.67
R-2395,D-9445,2020,1930286.66
R-2396,D-1838,2020,1610617.8
R-2397,D-2779,2021,1416961.28
R-2398,D-2,2019,982416.89
R-2399,D-6157,2016,554169.11
R-2400,D-2403,2024,1594382.7
R-2401,D-4158,2024,1870094.09
R-2402,D-4708,2015,756185.25
R-2403,D-1045,2018,951511.84
R-2404,D-8654,2024,1381249.05
R-2405,D-5174,2022,1085400.83
R-2406,D-343,2015,840638.5
R-2407,D-1134,2024,469562.97
R-2408,D-6827,2022,1459191.89
R-2409,D-6875,2015,805182.07
R-2410,D-4779,2019,465867.75
R-2411,D-1296,2024,315745.34
R-2412,D-5570,2017,739828.72
R-2413,D-300,2017,1727015.04
R-2414,D-9917,2016,1568146.13
R-2415,D-6029,2015,1534952.33
R-2416,D-8102,2020,1776139.4
R-2417,D-5409,2021,1921271.64
R-2418,D-6322,2016,549792.58
R-2419,D-8633,2017,1376829.62
R-2420,D-1421,2016,1041550.71
R-2421,D-1213,2024,911712.59
R-2422,D-3747,2024,1660942.55
R-2423,D-4141,2024,558860.84
R-2424,D-3640,2022,212915.99
R-2425,D-1261,2020,1214900.07
R-2426,D-5542,2017,1640519.39
R-2427,D-3653,2020,1743682.7
R-2428,D-3014,2019,1957666.14
R-2429,D-9849,2022,1362259.01
R-2430,D-3641,2015,1229100.15
R-2431,D-1537,2022,1650787.53
R-2432,D-4247,2023,1432931.36
R-2433,D-9583,2023,1463058.29
R-2434,D-3807,2018,1527712.74
R-2435,D-9905,2020,958538.45
R-2436,D-2199,2024,1641669.64
R-2437,D-8476,2024,599188.01
R-2438,D-2535,2019,1316985.99
R-2439,D-2561,2019,724062.54
R-2440,D-3406,2022,154878.98
R-2441,D-6014,2017,1676149.9
R-2442,D-9989,2020,1254431.01
R-2443,D-6578,2016,692366.04
R-2444,D-3969,2017,1945473.82
R-2445,D-4544,2016,681893.15
R-2446,D-7837,2017,331794.62
R-2447,D-2740,2015,1938066.58
R-2448,D-7032,2023,803239.71
R-2449,D-2726,2021,303217.2
R-2450,D-4426,2020,1570844.2
R-2451,D-7286,2020,1598871.63
R-2452,D-1707,2015,1972691.67
R-2453,D-9736,2024,967045.94
R-2454,D-3825,2024,230901.03
R-2455,D-9368,2015,1225641.06
R-2456,D-1549,2022,614492.63
R-2457,D-6892,2015,1811672.41
R-2458,D-5208,2016,372932.7
R-2459,D-2727,2024,1284869.03
R-2460,D-7272,2019,1216272.27
R-2461,D-7245,2018,992614.45
R-2462,D-3264,2015,1972637.68
R-2463,D-90,2020,1991312.74
R-2464,D-8916,2023,696215.67
R-2465,D-7789,2019,1058238.88
R-2466,D-2216,2022,798215.43
R-2467,D-4129,2016,248048.88
R-2468,D-167,2021,1800980.58
R-2469,D-3830,2018,1083421.65
R-2470,D-6489,2019,660281.89
R-2471,D-4700,2019,222322.01
R-2472,D-8603,2016,1923911.1
R-2473,D-662,2020,1781503.65
R-2474,D-204,2016,1916634.55
R-2475,D-2706,2018,60512.6
R-2476,D-5818,2021,1780602.58
R-2477,D-4707,2016,309654.37
R-2478,D-151,2017,1356355.5
R-2479,D-7070,2019,1571079.83
R-2480,D-4410,2015,104962.12
R-2481,D-6255,2018,97282.93
R-2482,D-7428,2021,1502538.57
R-2483,D-6922,2015,1409989.57
R-2484,D-5994,2016,1351978.79
R-2485,D-1059,2017,311698.06
R-2486,D-8061,2022,1904895.74
R-2487,D-2392,2023,761366.73
R-2488,D-7933,2017,1752144.82
R-2489,D-8180,2022,727569.01
R-2490,D-5135,2015,107533.45
R-2491,D-3598,2024,735495.23
R-2492,D-2573,2016,1864893.14
R-2493,D-9472,2022,1287469.72
R-2494,D-1851,2021,274558.07
R-2495,D-2160,2015,1158236.35
R-2496,D-3329,2017,1984621.97
R-2497,D-6283,2019,1670669.34
R-2498,D-5317,2015,1874976.99
R-2499,D-5441,2017,172555.91
R-2500,D-7134,2021,874025.44
R-2501,D-4796,2018,1606572.46
R-2502,D-4236,2020,594157.18
R-2503,D-1778,2021,961583.15
R-2504,D-4267,2023,506540.93
R-2505,D-9611,2023,1670973.41
R-2506,D-3214,2022,118300.94
R-2507,D-73,2024,1940537.15
R-2508,D-512,2020,809818.24
R-2509,D-1186,2020,1547423.29
R-2510,D-6031,2017,894966.15
R-2511,D-19,2024,1249457.1
R-2512,D-3584,2024,310577.27
R-2513,D-9180,2016,1400137.35
R-2514,D-2989,2015,346886.51
R-2515,D-4162,2015,1756059.25
R-2516,D-205,2021,407782.44
R-2517,D-3900,2017,1736379.88
R-2518,D-774,2024,1581255.76
R-2519,D-9573,2016,1075262.04
R-2520,D-2690,2021,1930212.05
R-2521,D-2264,2024,1269652.54
R-2522,D-8311,2021,1966393.65
R-2523,D-3669,2022,586496.96
R-2524,D-5069,2015,783827.78
R-2525,D-3300,2023,608593.23
R-2526,D-6328,2018,1779758.06
R-2527,D-4454,2017,1172121.69
R-2528,D-4925,2018,1314924.55
R-2529,D-6054,2023,986391.74
R-2530,D-6287,2022,550120.34
R-2531,D-6958,2023,273064.19
R-2532,D-3284,2017,169056.79
R-2533,D-383,2020,847045.04
R-2534,D-9724,2015,1882211.37
R-2535,D-729,2023,1884935.6
R-2536,D-6208,2018,88035.23
R-2537,D-6987,2019,1511575.25
R-2538,D-9354,2015,1921841.55
R-2539,D-5126,2015,1801462.75
R-2540,D-9002,2016,58265.78
R-2541,D-870,2022,686845.22
R-2542,D-4701,2015,1372873.09
R-2543,D-4437,2019,563119.94
R-2544,D-310,2022,1744477.29
R-2545,D-6412,2021,1270840.64
R-2546,D-6662,2019,1290329.23
R-2547,D-4939,2015,1885001.83
R-2548,D-5101,2015,1471235.84
R-2549,D-6686,2018,1766442.85
R-2550,D-6043,2023,375885.15
R-2551,D-1092,2016,1868502.66
R-2552,D-5431,2021,279297.54
R-2553,D-7588,2015,1797699.57
R-2554,D-1541,2021,1320441.6
R-2555,D-7953,2015,946790.07
R-2556,D-9464,2018,1580524.06
R-2557,D-2494,2017,923792.85
R-2558,D-3799,2021,1629608.53
R-2559,D-825,2016,456586.72
R-2560,D-208,2017,483738.97
R-2561,D-2247,2019,468048.9
R-2562,D-8614,2019,1448227.41
R-2563,D-8248,2018,232829.94
R-2564,D-3321,2018,989055.73
R-2565,D-4552,2022,1706837.24
R-2566,D-9472,2019,335521.27
R-2567,D-2075,2024,960925.09
R-2568,D-8788,2020,1152581.6
R-2569,D-4372,2021,1492545.89
R-2570,D-4862,2023,698743.68
R-2571,D-5435,2023,732984.58
R-2572,D-5374,2024,972229.13
R-2573,D-677,2021,351669.9
R-2574,D-7788,2023,1390373.4
R-2575,D-5081,2017,1520137.78
R-2576,D-2809,2022,1120516.89
R-2577,D-8439,2018,993338.67
R-2578,D-2321,2019,971432.46
R-2579,D-8927,2022,1022549.39
R-2580,D-332,2015,1534736.49
R-2581,D-3216,2022,408746.14
R-2582,D-7994,2017,1876750.48
R-2583,D-9512,2019,1036044.63
R-2584,D-4487,2021,1219883.87
R-2585,D-4391,2017,274760.76
R-2586,D-494,2020,122804.14
R-2587,D-858,2024,829586.97
R-2588,D-167,2024,198711.72
R-2589,D-1062,2024,708325.1
R-2590,D-61,2022,1829657.86
R-2591,D-5390,2024,1057637.61
R-2592,D-7101,2023,1501012.0
R-2593,D-8691,2024,1871863.7
R-2594,D-9455,2021,1074333.93
R-2595,D-7925,2023,933727.37
R-2596,D-7768,2021,1589813.92
R-2597,D-9785,2017,1728406.2
R-2598,D-826,2015,1975610.12
R-2599,D-3674,2020,1913549.49
R-2600,D-7082,2020,341670.54
R-2601,D-4218,2015,425486.15
R-2602,D-9982,2021,1728037.83
R-2603,D-6171,2022,786635.86
R-2604,D-4979,2017,1812775.66
R-2605,D-4940,2023,1962713.52
R-2606,D-2202,2017,208651.21
R-2607,D-2505,2018,666230.73
R-2608,D-1885,2021,1571267.35
R-2609,D-6600,2015,1152353.17
R-2610,D-9542,2023,1016317.61
R-2611,D-6663,2018,693414.97
R-2612,D-8576,2020,1402460.78
R-2613,D-9944,2017,234635.43
R-2614,D-2783,2018,54123.17
R-2615,D-8193,2018,994959.31
R-2616,D-7086,2024,1052383.56
R-2617,D-9237,2016,1059705.44
R-2618,D-7974,2024,1515916.15
R-2619,D-9560,2024,1537130.58
R-2620,D-7436,2023,585542.92
R-2621,D-9515,2021,339435.53
R-2622,D-3834,2017,689145.46
R-2623,D-4808,2022,1087890.92
R-2624,D-8193,2022,620249.13
R-2625,D-5239,2015,1188038.33
R-2626,D-7086,2017,1748147.8
R-2627,D-3076,2023,183536.02
R-2628,D-5913,2022,1542293.76
R-2629,D-7762,2019,1033439.56
R-2630,D-2052,2023,1138311.48
R-2631,D-2107,2024,405651.99
R-2632,D-3271,2017,1030184.86
R-2633,D-1392,2023,392837.16
R-2634,D-5176,2017,1190719.42
R-2635,D-2076,2018,572188.87
R-2636,D-6598,2016,751594.94
R-2637,D-547,2018,581176.97
R-2638,D-5901,2016,527398.12
R-2639,D-7499,2024,624315.16
R-2640,D-9726,2022,877696.3
R-2641,D-4682,2024,293943.8
R-2642,D-8962,2024,581768.34
R-2643,D-1127,2016,226914.7
R-2644,D-5129,2017,1697369.0
R-2645,D-7492,2018,612958.14
R-2646,D-5227,2015,1099142.28
R-2647,D-8685,2021,1854675.15
R-2648,D-1959,2020,1040490.02
R-2649,D-389,2020,549913.23
R-2650,D-585,2018,1187410.29
R-2651,D-1268,2018,1503601.23
R-2652,D-6045,2020,1195451.11
R-2653,D-5026,2016,441949.93
R-2654,D-5053,2022,506895.84
R-2655,D-7528,2019,510918.07
R-2656,D-5895,2024,784866.53
R-2657,D-1041,2021,873860.23
R-2658,D-2943,2019,128935.81
R-2659,D-4279,2021,711051.28
R-2660,D-6083,2023,1744118.25
R-2661,D-8033,2019,1517286.3
R-2662,D-3852,2021,500484.48
R-2663,D-7812,2022,1452534.39
R-2664,D-9341,2016,1470296.42
R-2665,D-8864,2024,1171894.19
R-2666,D-4395,2019,475917.08
R-2667,D-8373,2022,1087984.62
R-2668,D-622,2016,1541991.57
R-2669,D-935,2019,121459.83
R-2670,D-2404,2018,1760545.24
R-2671,D-68,2024,72827.87
R-2672,D-3650,2020,737565.22
R-2673,D-2754,2016,1596135.76
R-2674,D-8496,2021,169803.67
R-2675,D-8097,2016,1967813.78
R-2676,D-845,2022,1552224.4
R-2677,D-7239,2017,561266.86
R-2678,D-8560,2019,1509532.99
R-2679,D-9470,2015,1121088.3
R-2680,D-6298,2020,429707.56
R-2681,D-1112,2018,110798.59
R-2682,D-7843,2024,1829626.56
R-2683,D-8629,2019,500687.13
R-2684,D-3844,2022,1659567.79
R-2685,D-2457,2022,1089589.44
R-2686,D-2181,2017,654382.52
R-2687,D-6113,2018,84703.54
R-2688,D-951,2016,1074752.41
R-2689,D-9801,2018,1612555.34
R-2690,D-1708,2018,872739.39
R-2691,D-6035,2018,278510.43
R-2692,D-5911,2021,1092619.91
R-2693,D-7412,2016,806718.54
R-2694,D-3759,2019,1402301.06
R-2695,D-2602,2018,1611938.33
R-2696,D-2913,2019,1896698.37
R-2697,D-2384,2020,1574024.55
R-2698,D-3019,2021,1344077.01
R-2699,D-3973,2019,896290.4
R-2700,D-2211,2023,1158513.93
R-2701,D-6584,2021,438495.69
R-2702,D-606,2022,363249.76
R-2703,D-1477,2016,534312.28
R-2704,D-7430,2016,760424.33
R-2705,D-5881,2020,1443129.55
R-2706,D-4689,2018,1755194.56
R-2707,D-2358,2024,288260.18
R-2708,D-6445,2020,353218.28
R-2709,D-8698,2022,362708.43
R-2710,D-8530,2018,996268.76
R-2711,D-3377,2015,60950.07
R-2712,D-2738,2018,1911475.88
R-2713,D-989,2018,1162623.47
R-2714,D-9413,2019,1310255.57
R-2715,D-1311,2016,489217.14
R-2716,D-2229,2021,711362.64
R-2717,D-4466,2015,513930.93
R-2718,D-2443,2019,1330860.89
R-2719,D-3413,2021,1480909.39
R-2720,D-5094,2017,460930.12
R-2721,D-9050,2024,502381.97
R-2722,D-3087,2015,414186.57
R-2723,D-617,2022,1538389.87
R-2724,D-6852,2015,126008.01
R-2725,D-1289,2024,1670257.32
R-2726,D-8469,2020,1237503.93
R-2727,D-4436,2015,357443.33
R-2728,D-5437,2016,1335642.23
R-2729,D-6644,2019,234745.69
R-2730,D-7927,2017,1170735.12
R-2731,D-2354,2022,1796626.46
R-2732,D-7184,2020,969735.11
R-2733,D-8373,2020,1739854.93
R-2734,D-5738,2017,1459987.78
R-2735,D-7858,2021,75919.74
R-2736,D-3226,2018,283863.83
R-2737,D-380,2020,686905.08
R-2738,D-2193,2019,443461.3
R-2739,D-3441,2015,1013739.03
R-2740,D-9697,2020,1550100.08
R-2741,D-4767,2022,117692.34
R-2742,D-9136,2015,1204208.91
R-2743,D-4773,2016,337523.65
R-2744,D-7866,2018,1755369.5
R-2745,D-7241,2021,1893795.87
R-2746,D-1303,2018,1971935.99
R-2747,D-4402,2017,1331471.52
R-2748,D-6455,2019,1883584.75
R-2749,D-7714,2024,1782196.24
R-2750,D-3830,2018,1783174.38
R-2751,D-3374,2023,704769.99
R-2752,D-9652,2019,199618.27
R-2753,D-796,2020,1079783.42
R-2754,D-2522,2022,1670250.57
R-2755,D-2001,2016,1484597.45
R-2756,D-3978,2020,543064.54
R-2757,D-7250,2024,481090.64
R-2758,D-651,2021,761963.69
R-2759,D-1844,2021,1269015.95
R-2760,D-8554,2024,207096.2
R-2761,D-3480,2024,896488.38
R-2762,D-2562,2016,1389025.39
R-2763,D-7960,2019,1478955.73
R-2764,D-4297,2024,1688903.75
R-2765,D-183,2023,1486325.09
R-2766,D-3173,2017,1294326.07
R-2767,D-1915,2020,1363435.58
R-2768,D-7160,2015,414399.2
R-2769,D-9672,2019,197122.99
R-2770,D-4736,2021,1057715.96
R-2771,D-7829,2016,1061622.86
R-2772,D-4393,2021,492497.69
R-2773,D-3962,2016,146663.73
R-2774,D-4266,2022,1823347.28
R-2775,D-1408,2016,743372.84
R-2776,D-8818,2018,1619063.22
R-2777,D-8696,2017,1017794.08
R-2778,D-1808,2022,1858852.37
R-2779,D-5906,2016,1048762.54
R-2780,D-7320,2019,791040.82
R-2781,D-7026,2022,603372.16
R-2782,D-6082,2016,1376657.9
R-2783,D-1361,2016,312209.35
R-2784,D-6125,2023,1445099.39
R-2785,D-997,2020,1922349.23
R-2786,D-2331,2021,1647219.17
R-2787,D-1586,2018,1759750.68
R-2788,D-8383,2015,1569721.2
R-2789,D-6575,2021,201962.37
R-2790,D-4272,2024,1712064.63
R-2791,D-5582,2015,1326301.95
R-2792,D-9965,2021,65981.0
R-2793,D-9178,2021,1847318.73
R-2794,D-2275,2016,1618384.1
R-2795,D-1409,2018,1376041.54
R-2796,D-9423,2016,370171.59
R-2797,D-4962,2017,1139890.18
R-2798,D-1918,2016,382662.93
R-2799,D-5980,2017,819416.57
R-2800,D-1384,2024,721005.52
R-2801,D-7788,2023,1460087.51
R-2802,D-6689,2023,704510.18
R-2803,D-4032,2022,1539686.97
R-2804,D-8383,2019,1108012.77
R-2805,D-6694,2021,274953.38
R-2806,D-1449,2021,1058983.69
R-2807,D-9042,2023,104990.2
R-2808,D-9998,2018,1895267.58
R-2809,D-445,2020,1146641.36
R-2810,D-8990,2016,1530161.28
R-2811,D-5736,2021,608690.52
R-2812,D-4934,2016,315343.49
R-2813,D-129,2017,1797595.95
R-2814,D-3654,2018,1349146.58
R-2815,D-1010,2019,504455.31
R-2816,D-3191,2021,204228.24
R-2817,D-2351,2016,564958.93
R-2818,D-5877,2016,619046.14
R-2819,D-3637,2024,494570.99
R-2820,D-6064,2017,1465189.01
R-2821,D-5287,2021,545819.2
R-2822,D-5407,2018,646953.67
R-2823,D-9667,2018,58359.29
R-2824,D-9891,2024,1016646.03
R-2825,D-5909,2018,774106.77
R-2826,D-3210,2015,1985488.66
R-2827,D-9789,2024,1472455.59
R-2828,D-7358,2015,1552788.12
R-2829,D-2967,2021,1347621.53
R-2830,D-182,2020,1624373.44
R-2831,D-5317,2023,1396482.46
R-2832,D-6782,2017,1328855.67
R-2833,D-260,2017,1075842.41
R-2834,D-51,2023,988687.73
R-2835,D-6843,2018,822135.34
R-2836,D-4815,2015,90698.16
R-2837,D-2294,2015,921427.86
R-2838,D-37,2024,165210.46
R-2839,D-9933,2019,1199560.65
R-2840,D-2843,2021,1498066.18
R-2841,D-2329,2018,765107.07
R-2842,D-5938,2019,1415614.96
R-2843,D-9304,2023,932357.43
R-2844,D-8058,2016,877400.3
R-2845,D-4044,2023,297208.01
R-2846,D-6793,2021,461606.25
R-2847,D-7600,2024,955684.64
R-2848,D-776,2020,1774837.27
R-2849,D-7304,2020,964410.85
R-2850,D-1418,2024,1005517.84
R-2851,D-700,2021,1914731.78
R-2852,D-6376,2016,1587542.35
R-2853,D-362,2021,521584.66
R-2854,D-1634,2023,117894.05
R-2855,D-1400,2024,1992734.05
R-2856,D-3811,2016,1454607.87
R-2857,D-71,2019,1611850.25
R-2858,D-3670,2024,889250.69
R-2859,D-2225,2015,622908.57
R-2860,D-2658,2023,879131.92
R-2861,D-3459,2023,412641.98
R-2862,D-2614,2024,536147.69
R-2863,D-4093,2024,739387.26
R-2864,D-5814,2017,1182408.65
R-2865,D-4994,2016,691843.28
R-2866,D-3667,2017,958667.91
R-2867,D-3258,2015,255521.54
R-2868,D-8094,2018,1888877.62
R-2869,D-4251,2015,417262.29
R-2870,D-5221,2023,743314.15
R-2871,D-3404,2017,823133.35
R-2872,D-7041,2022,803068.37
R-2873,D-5489,2018,1782345.75
R-2874,D-6540,2021,101849.03
R-2875,D-617,2018,1379725.88
R-2876,D-2253,2021,531668.37
R-2877,D-6393,2020,230491.68
R-2878,D-7792,2021,1057577.46
R-2879,D-5110,2022,1652887.31
R-2880,D-1636,2020,1956092.58
R-2881,D-2822,2021,1427589.77
R-2882,D-1324,2024,131113.52
R-2883,D-6480,2021,1355423.44
R-2884,D-3613,2020,84850.98
R-2885,D-8328,2019,1141454.49
R-2886,D-2709,2017,1160534.28
R-2887,D-4111,2015,1134862.95
R-2888,D-5149,2024,370433.55
R-2889,D-9565,2020,327072.36
R-2890,D-6271,2023,1520675.57
R-2891,D-3058,2017,333040.59
R-2892,D-2748,2017,1838883.8
R-2893,D-3718,2022,1285100.24
R-2894,D-7992,2020,1350721.14
R-2895,D-2345,2015,71425.87
R-2896,D-4561,2019,664143.62
R-2897,D-8806,2019,800974.77
R-2898,D-4303,2021,375983.62
R-2899,D-3569,2020,671100.63
R-2900,D-9375,2021,1940865.47
R-2901,D-7007,2022,1082780.44
R-2902,D-810,2015,1213817.02
R-2903,D-9786,2016,362290.67
R-2904,D-9643,2021,509959.84
R-2905,D-6225,2017,827155.64
R-2906,D-889,2024,1533626.35
R-2907,D-7515,2024,616803.61
R-2908,D-9542,2023,1343695.29
R-2909,D-3118,2023,301302.34
R-2910,D-9512,2020,1452236.09
R-2911,D-1300,2023,903008.44
R-2912,D-67,2019,829505.06
R-2913,D-5733,2024,512525.24
R-2914,D-1568,2016,823699.52
R-2915,D-5787,2021,851415.61
R-2916,D-506,2020,766088.85
R-2917,D-7533,2023,1066614.29
R-2918,D-1143,2019,1683813.97
R-2919,D-980,2024,596686.14
R-2920,D-8697,2016,667869.62
R-2921,D-1269,2019,1947328.94
R-2922,D-6755,2019,624492.14
R-2923,D-6069,2016,1324703.86
R-2924,D-3278,2021,1296754.1
R-2925,D-5594,2023,1728856.08
R-2926,D-9422,2021,1453309.88
R-2927,D-8729,2015,1713135.21
R-2928,D-5933,2020,478250.12
R-2929,D-1033,2017,447430.9
R-2930,D-5984,2020,228206.99
R-2931,D-3296,2022,521836.95
R-2932,D-2538,2018,1913155.78
R-2933,D-1016,2019,954809.0
R-2934,D-2796,2024,711200.61
R-2935,D-9150,2024,1234567.0
R-2936,D-3743,2023,632291.03
R-2937,D-6097,2020,1936205.25
R-2938,D-3893,2015,1323577.48
R-2939,D-4460,2018,761909.19
R-2940,D-2471,2015,1611854.17
R-2941,D-4508,2023,1116490.31
R-2942,D-9890,2018,261539.86
R-2943,D-5432,2023,677978.97
R-2944,D-148,2024,1269309.22
R-2945,D-1312,2017,1505427.14
R-2946,D-5231,2019,251656.58
R-2947,D-2792,2019,670918.52
R-2948,D-8724,2024,656291.97
R-2949,D-239,2015,1632515.12
R-2950,D-866,2015,518678.58
R-2951,D-6830,2024,1790288.96
R-2952,D-4310,2016,421652.29
R-2953,D-8638,2020,1165686.72
R-2954,D-6702,2019,432358.88
R-2955,D-2002,2017,788554.16
R-2956,D-5140,2017,330339.22
R-2957,D-7322,2016,52614.66
R-2958,D-7483,2023,671641.87
R-2959,D-9652,2019,581932.56
R-2960,D-9535,2018,221022.71
R-2961,D-3469,2017,1053918.5
R-2962,D-3031,2018,750707.95
R-2963,D-4393,2015,645710.73
R-2964,D-6601,2022,507057.95
R-2965,D-6558,2019,1427026.16
R-2966,D-4357,2023,1883092.53
R-2967,D-9914,2022,451775.75
R-2968,D-2793,2019,1745906.44
R-2969,D-8574,2020,355770.57
R-2970,D-9655,2018,1275002.37
R-2971,D-7102,2019,876033.56
R-2972,D-3296,2015,1410560.82
R-2973,D-8654,2016,1922741.35
R-2974,D-9217,2015,1994611.83
R-2975,D-9461,2022,248523.95
R-2976,D-6745,2019,269743.89
R-2977,D-8339,2024,1380816.06
R-2978,D-178,2015,647441.6
R-2979,D-1693,2017,1138341.27
R-2980,D-3028,2020,514016.84
R-2981,D-6904,2022,1939894.62
R-2982,D-6180,2018,1730341.36
R-2983,D-9342,2020,950243.12
R-2984,D-3157,2024,1041567.97
R-2985,D-888,2022,1827524.03
R-2986,D-556,2017,1361985.86
R-2987,D-5247,2023,1985399.35
R-2988,D-5101,2015,472057.96
R-2989,D-7309,2019,1606400.16
R-2990,D-6600,2021,1332071.22
R-2991,D-4582,2021,849691.68
R-2992,D-2766,2022,1413678.64
R-2993,D-4717,2019,239644.84
R-2994,D-4457,2021,1491645.0
R-2995,D-5029,2019,1248864.18
R-2996,D-2326,2024,180425.95
R-2997,D-9214,2018,1680992.95
R-2998,D-2922,2017,1898625.84
R-2999,D-8850,2020,818560.79
R-3000,D-1481,2016,735549.62
R-3001,D-8430,2021,1219515.99
R-3002,D-3142,2019,1973644.68
