Inventory_ID,Drug_ID,Stock_Level,Last_Restock_Date
I-2214,D-9672,1510,2025-01-23
I-2215,D-1901,6529,2025-02-16
I-2216,D-2216,7620,2025-02-08
I-2217,D-6357,6108,2025-01-27
I-2218,D-9128,2675,2025-01-11
I-2219,D-9421,9002,2025-01-22
I-2220,D-7172,8147,2025-02-03
I-2221,D-5560,7888,2025-02-09
I-2222,D-3944,7782,2025-02-16
I-2223,D-9534,8422,2025-02-09
I-2224,D-5313,4731,2025-01-31
I-2225,D-3563,5855,2025-01-27
I-2226,D-2156,1608,2025-02-10
I-2227,D-2779,305,2025-01-13
I-2228,D-7922,1044,2025-01-15
I-2229,D-412,7536,2025-01-07
I-2230,D-9011,4842,2025-02-03
I-2231,D-7100,7390,2025-01-11
I-2232,D-5645,1648,2025-01-07
I-2233,D-8298,6393,2025-01-25
I-2234,D-2798,4459,2025-01-18
I-2235,D-7662,7293,2025-01-21
I-2236,D-1329,267,2025-01-28
I-2237,D-3429,3187,2025-01-02
I-2238,D-3880,4712,2025-01-30
I-2239,D-6781,1103,2025-01-21
I-2240,D-7890,4727,2025-01-15
I-2241,D-7059,2120,2025-01-09
I-2242,D-9600,5098,2025-01-15
I-2243,D-5969,7551,2025-01-29
I-2244,D-2048,9446,2025-02-08
I-2245,D-9683,9296,2025-02-03
I-2246,D-4929,3609,2025-01-18
I-2247,D-2012,9959,2025-01-16
I-2248,D-9398,5888,2025-01-08
I-2249,D-9236,6848,2025-01-20
I-2250,D-6885,2037,2025-01-16
I-2251,D-4835,9497,2025-01-02
I-2252,D-8548,6570,2025-01-30
I-2253,D-2003,7849,2025-01-12
I-2254,D-1935,8049,2025-01-10
I-2255,D-5196,5443,2025-01-01
I-2256,D-9876,5835,2025-01-10
I-2257,D-8066,4177,2025-01-18
I-2258,D-8158,9655,2025-02-11
I-2259,D-8418,5480,2025-02-07
I-2260,D-1328,8961,2025-01-31
I-2261,D-4139,3385,2025-01-31
I-2262,D-6487,3681,2025-01-05
I-2263,D-6103,9429,2025-01-07
I-2264,D-9138,348,2025-02-17
I-2265,D-7490,1630,2025-01-29
I-2266,D-3426,4428,2025-01-14
I-2267,D-7465,3673,2025-01-27
I-2268,D-5886,3855,2025-02-13
I-2269,D-749,1609,2025-02-01
I-2270,D-7509,8771,2025-02-03
I-2271,D-322,7660,2025-01-03
I-2272,D-66,5557,2025-01-24
I-2273,D-7898,3337,2025-01-05
I-2274,D-8548,5458,2025-01-23
I-2275,D-2844,7788,2025-01-27
I-2276,D-8518,200,2025-02-14
I-2277,D-1860,2758,2025-01-03
I-2278,D-9652,2660,2025-01-28
I-2279,D-8155,6779,2025-02-07
I-2280,D-5450,7218,2025-01-25
I-2281,D-9852,8292,2025-01-09
I-2282,D-9565,3069,2025-02-01
I-2283,D-2133,4665,2025-02-12
I-2284,D-3117,4313,2025-02-09
I-2285,D-218,3155,2025-01-27
I-2286,D-4100,4968,2025-02-10
I-2287,D-6765,7396,2025-01-03
I-2288,D-5631,307,2025-02-11
I-2289,D-8722,7023,2025-02-01
I-2290,D-8276,7242,2025-02-06
I-2291,D-7047,4147,2025-01-28
I-2292,D-3564,7832,2025-01-16
I-2293,D-9438,1885,2025-01-03
I-2294,D-4053,7175,2025-01-13
I-2295,D-1482,5658,2025-02-06
I-2296,D-2968,7129,2025-01-05
I-2297,D-5007,9077,2025-01-31
I-2298,D-8856,6920,2025-01-27
I-2299,D-7310,943,2025-01-30
I-2300,D-444,1619,2025-01-01
I-2301,D-7723,8158,2025-02-09
I-2302,D-2988,7607,2025-01-31
I-2303,D-576,9009,2025-02-06
I-2304,D-6587,5661,2025-01-20
I-2305,D-8612,80,2025-01-02
I-2306,D-8751,8024,2025-01-17
I-2307,D-1029,8192,2025-01-05
I-2308,D-4845,4286,2025-01-29
I-2309,D-7592,2162,2025-01-13
I-2310,D-9836,2081,2025-01-07
I-2311,D-8297,5466,2025-01-03
I-2312,D-4744,7130,2025-02-18
I-2313,D-3102,7332,2025-01-01
I-2314,D-1790,4055,2025-01-19
I-2315,D-2931,9060,2025-01-21
I-2316,D-6503,6132,2025-01-05
I-2317,D-4778,2506,2025-01-08
I-2318,D-7881,7114,2025-02-16
I-2319,D-4056,285,2025-01-31
I-2320,D-9121,8853,2025-02-15
I-2321,D-7147,2793,2025-02-03
I-2322,D-8576,3395,2025-01-16
I-2323,D-8410,475,2025-02-08
I-2324,D-93,886,2025-02-18
I-2325,D-9191,7756,2025-02-17
I-2326,D-1697,4980,2025-01-28
I-2327,D-2060,6361,2025-01-21
I-2328,D-6699,2111,2025-02-09
I-2329,D-1467,9946,2025-01-27
I-2330,D-8510,2858,2025-01-04
I-2331,D-57,6266,2025-01-25
I-2332,D-7540,4347,2025-01-28
I-2333,D-9258,195,2025-01-21
I-2334,D-609,6553,2025-02-01
I-2335,D-746,1825,2025-02-15
I-2336,D-7225,5047,2025-01-12
I-2337,D-7252,2163,2025-01-31
I-2338,D-4892,4285,2025-01-14
I-2339,D-8496,2491,2025-01-05
I-2340,D-5715,1956,2025-01-23
I-2341,D-1737,4321,2025-02-16
I-2342,D-515,6682,2025-01-05
I-2343,D-1256,6804,2025-01-02
I-2344,D-7422,5818,2025-01-19
I-2345,D-5255,1665,2025-01-12
I-2346,D-1758,9000,2025-01-08
I-2347,D-7118,9037,2025-02-03
I-2348,D-7482,2427,2025-02-13
I-2349,D-6282,2328,2025-02-01
I-2350,D-8987,2798,2025-01-15
I-2351,D-4054,2899,2025-01-27
I-2352,D-4809,7007,2025-01-10
I-2353,D-2112,1204,2025-01-09
I-2354,D-6223,5875,2025-01-26
I-2355,D-42,7500,2025-01-15
I-2356,D-4000,6977,2025-01-12
I-2357,D-5977,9686,2025-01-06
I-2358,D-9387,6675,2025-02-04
I-2359,D-1385,488,2025-01-13
I-2360,D-1241,4737,2025-01-22
I-2361,D-869,9757,2025-01-11
I-2362,D-1500,5897,2025-01-09
I-2363,D-4593,2121,2025-01-10
I-2364,D-1460,2549,2025-01-12
I-2365,D-5272,5680,2025-02-12
I-2366,D-2776,4337,2025-02-06
I-2367,D-123,1775,2025-01-09
I-2368,D-3703,7663,2025-02-14
I-2369,D-8378,518,2025-01-07
I-2370,D-8261,9689,2025-01-29
I-2371,D-2447,4883,2025-02-15
I-2372,D-9334,299,2025-01-21
I-2373,D-2619,9222,2025-01-10
I-2374,D-6721,4282,2025-01-01
I-2375,D-5405,3310,2025-01-13
I-2376,D-7254,2415,2025-01-22
I-2377,D-1981,4080,2025-01-29
I-2378,D-6588,7916,2025-02-04
I-2379,D-2372,5240,2025-01-03
I-2380,D-1274,3108,2025-02-04
I-2381,D-3505,4093,2025-01-10
I-2382,D-189,1224,2025-01-14
I-2383,D-4284,9986,2025-02-14
I-2384,D-4681,5628,2025-02-06
I-2385,D-932,3264,2025-02-09
I-2386,D-4647,1778,2025-01-17
I-2387,D-8437,2927,2025-01-28
I-2388,D-9069,1700,2025-01-31
I-2389,D-7205,677,2025-01-15
I-2390,D-4757,6925,2025-01-17
I-2391,D-6424,9256,2025-01-03
I-2392,D-9752,5115,2025-02-10
I-2393,D-7084,3106,2025-01-12
I-2394,D-1601,7088,2025-01-31
I-2395,D-128,5602,2025-01-29
I-2396,D-5272,8264,2025-02-08
I-2397,D-9665,1277,2025-01-24
I-2398,D-1087,7442,2025-01-08
I-2399,D-2840,1987,2025-02-02
I-2400,D-3987,9769,2025-02-01
I-2401,D-8048,7905,2025-01-21
I-2402,D-6739,7463,2025-02-06
I-2403,D-7691,9873,2025-01-19
I-2404,D-7784,8912,2025-02-10
I-2405,D-2223,745,2025-01-09
I-2406,D-8168,6044,2025-01-12
I-2407,D-536,3564,2025-02-16
I-2408,D-5335,791,2025-02-05
I-2409,D-7435,4306,2025-01-08
I-2410,D-8502,3847,2025-02-06
I-2411,D-7154,454,2025-01-06
I-2412,D-5666,478,2025-02-01
I-2413,D-5601,4413,2025-01-11
I-2414,D-2524,1746,2025-01-02
I-2415,D-72,1799,2025-02-17
I-2416,D-5348,9367,2025-02-12
I-2417,D-4416,5414,2025-02-14
I-2418,D-9121,7209,2025-01-26
I-2419,D-3554,9995,2025-01-24
I-2420,D-7526,5623,2025-01-21
I-2421,D-5057,8691,2025-01-25
I-2422,D-6556,461,2025-01-08
I-2423,D-9935,6591,2025-01-20
I-2424,D-718,5361,2025-02-05
I-2425,D-6964,2487,2025-01-06
I-2426,D-4934,6838,2025-01-21
I-2427,D-8146,7402,2025-01-18
I-2428,D-6778,4499,2025-01-15
I-2429,D-4126,9341,2025-01-15
I-2430,D-988,8107,2025-01-01
I-2431,D-6111,6299,2025-02-01
I-2432,D-16,857,2025-01-15
I-2433,D-4684,3436,2025-01-02
I-2434,D-4326,5058,2025-01-01
I-2435,D-215,2001,2025-01-01
I-2436,D-9035,6221,2025-02-12
I-2437,D-4082,7143,2025-01-22
I-2438,D-3089,7471,2025-02-01
I-2439,D-6387,2184,2025-02-10
I-2440,D-9584,615,2025-01-09
I-2441,D-2428,1311,2025-02-18
I-2442,D-1223,7781,2025-01-10
I-2443,D-5446,403,2025-01-26
I-2444,D-2251,7913,2025-01-05
I-2445,D-6701,6721,2025-01-26
I-2446,D-669,571,2025-02-03
I-2447,D-6570,1973,2025-01-27
I-2448,D-4891,7294,2025-01-06
I-2449,D-5048,2125,2025-01-16
I-2450,D-1643,4595,2025-02-01
I-2451,D-6940,1428,2025-02-05
I-2452,D-2285,713,2025-01-31
I-2453,D-3034,2792,2025-01-13
I-2454,D-180,8404,2025-01-27
I-2455,D-3179,5714,2025-02-04
I-2456,D-4281,6810,2025-01-17
I-2457,D-6149,3421,2025-01-23
I-2458,D-8831,833,2025-02-14
I-2459,D-4650,7231,2025-01-01
I-2460,D-3764,1697,2025-01-04
I-2461,D-8572,3846,2025-01-17
I-2462,D-9693,4262,2025-01-20
I-2463,D-5537,6722,2025-01-02
I-2464,D-4125,8876,2025-01-28
I-2465,D-8153,2932,2025-01-04
I-2466,D-7324,5503,2025-01-30
I-2467,D-1278,8561,2025-01-26
I-2468,D-6311,987,2025-01-16
I-2469,D-532,1953,2025-02-18
I-2470,D-4303,9833,2025-02-02
I-2471,D-8635,5133,2025-01-25
I-2472,D-506,1317,2025-02-10
I-2473,D-6018,6893,2025-01-21
I-2474,D-7673,6384,2025-02-13
I-2475,D-3854,7453,2025-02-09
I-2476,D-5363,7935,2025-02-04
I-2477,D-8917,2868,2025-01-16
I-2478,D-8199,741,2025-01-20
I-2479,D-4289,6178,2025-01-14
I-2480,D-4340,9732,2025-01-31
I-2481,D-5648,3243,2025-01-29
I-2482,D-4340,8530,2025-01-15
I-2483,D-9113,450,2025-02-08
I-2484,D-2028,2215,2025-01-01
I-2485,D-2065,579,2025-01-25
I-2486,D-5105,7883,2025-01-10
I-2487,D-6637,6382,2025-02-02
I-2488,D-1544,1584,2025-02-07
I-2489,D-5326,5193,2025-02-08
I-2490,D-7523,6201,2025-02-09
I-2491,D-740,1693,2025-01-11
I-2492,D-9588,1441,2025-01-26
I-2493,D-8739,7848,2025-02-04
I-2494,D-2156,6263,2025-01-15
I-2495,D-7802,5726,2025-02-18
I-2496,D-2159,4247,2025-01-28
I-2497,D-9301,7090,2025-01-19
I-2498,D-115,3465,2025-01-04
I-2499,D-8628,269,2025-01-17
I-2500,D-9303,4438,2025-02-17
I-2501,D-2790,4926,2025-01-27
I-2502,D-9635,8249,2025-02-11
I-2503,D-493,3161,2025-01-14
I-2504,D-3458,9193,2025-02-12
I-2505,D-1961,4588,2025-02-04
I-2506,D-8998,8206,2025-01-02
I-2507,D-8785,441,2025-01-04
I-2508,D-1743,1177,2025-01-05
I-2509,D-3073,1782,2025-02-10
I-2510,D-5907,5675,2025-02-14
I-2511,D-5974,4286,2025-01-25
I-2512,D-8891,8570,2025-02-13
I-2513,D-1553,9661,2025-02-06
I-2514,D-330,416,2025-01-26
I-2515,D-3667,8786,2025-01-15
I-2516,D-9314,9136,2025-01-08
I-2517,D-911,1710,2025-01-21
I-2518,D-9410,5503,2025-01-14
I-2519,D-8777,5551,2025-01-20
I-2520,D-8674,7396,2025-01-17
I-2521,D-63,9054,2025-01-09
I-2522,D-3791,1010,2025-02-18
I-2523,D-2798,1039,2025-01-24
I-2524,D-5884,3150,2025-01-14
I-2525,D-4840,3228,2025-02-13
I-2526,D-2710,5053,2025-02-16
I-2527,D-8269,2493,2025-02-05
I-2528,D-7015,8679,2025-02-13
I-2529,D-4910,535,2025-01-28
I-2530,D-4343,4957,2025-01-01
I-2531,D-4192,7139,2025-02-03
I-2532,D-9987,6146,2025-01-24
I-2533,D-4839,9158,2025-01-21
I-2534,D-7912,6309,2025-02-11
I-2535,D-6633,4419,2025-01-14
I-2536,D-7048,410,2025-02-16
I-2537,D-1469,9959,2025-02-10
I-2538,D-4860,4288,2025-02-16
I-2539,D-2987,1073,2025-01-26
I-2540,D-5435,5209,2025-01-28
I-2541,D-8692,2864,2025-02-08
I-2542,D-5438,3099,2025-01-07
I-2543,D-7951,2473,2025-02-06
I-2544,D-3953,4844,2025-01-27
I-2545,D-4963,6527,2025-02-11
I-2546,D-7533,3057,2025-02-06
I-2547,D-866,8789,2025-02-15
I-2548,D-9444,8543,2025-01-26
I-2549,D-7290,6939,2025-01-28
I-2550,D-5728,2293,2025-01-19
I-2551,D-1517,5425,2025-02-14
I-2552,D-2325,2931,2025-01-31
I-2553,D-4186,6552,2025-01-22
I-2554,D-1209,7815,2025-01-31
I-2555,D-7234,5697,2025-01-01
I-2556,D-9938,3419,2025-02-18
I-2557,D-5062,5143,2025-01-24
I-2558,D-2904,1007,2025-01-08
I-2559,D-4709,8271,2025-01-09
I-2560,D-5444,6500,2025-02-08
I-2561,D-658,598,2025-01-18
I-2562,D-9644,1239,2025-02-05
I-2563,D-2282,4138,2025-01-21
I-2564,D-763,8029,2025-02-01
I-2565,D-3927,4919,2025-02-05
I-2566,D-1005,2767,2025-02-06
I-2567,D-1415,9255,2025-01-05
I-2568,D-5742,7314,2025-02-01
I-2569,D-2779,901,2025-01-29
I-2570,D-2266,1544,2025-01-16
I-2571,D-8846,1546,2025-01-03
I-2572,D-5600,8678,2025-02-08
I-2573,D-11,9544,2025-02-13
I-2574,D-2401,7457,2025-02-09
I-2575,D-4925,1827,2025-01-15
I-2576,D-7512,9284,2025-02-10
I-2577,D-1652,485,2025-01-28
I-2578,D-5946,7279,2025-02-12
I-2579,D-2741,1618,2025-01-01
I-2580,D-8112,9559,2025-02-05
I-2581,D-6178,7185,2025-01-13
I-2582,D-4005,9501,2025-01-15
I-2583,D-6325,1620,2025-01-05
I-2584,D-6218,4579,2025-01-05
I-2585,D-8600,811,2025-02-11
I-2586,D-7911,9220,2025-02-15
I-2587,D-403,4330,2025-02-09
I-2588,D-9600,4110,2025-01-23
I-2589,D-9053,6433,2025-02-01
I-2590,D-9577,4794,2025-02-11
I-2591,D-177,5610,2025-01-22
I-2592,D-4674,5310,2025-01-01
I-2593,D-5823,211,2025-01-31
I-2594,D-686,7422,2025-01-04
I-2595,D-8856,3615,2025-01-18
I-2596,D-3213,2656,2025-01-04
I-2597,D-4119,8594,2025-01-18
I-2598,D-7737,2067,2025-01-24
I-2599,D-2957,8316,2025-01-07
I-2600,D-885,7393,2025-01-10
I-2601,D-7587,4888,2025-01-31
I-2602,D-6891,1344,2025-01-29
I-2603,D-9423,7539,2025-01-25
I-2604,D-5976,3556,2025-01-30
I-2605,D-3273,2084,2025-02-05
I-2606,D-6530,2170,2025-01-08
I-2607,D-8886,7617,2025-01-25
I-2608,D-2473,4915,2025-02-18
I-2609,D-3056,3827,2025-01-27
I-2610,D-2714,9445,2025-01-24
I-2611,D-8648,8354,2025-01-14
I-2612,D-9348,1931,2025-01-15
I-2613,D-8308,740,2025-02-10
I-2614,D-7662,838,2025-02-11
I-2615,D-8564,5163,2025-01-31
I-2616,D-3141,1066,2025-01-16
I-2617,D-2971,4405,2025-01-30
I-2618,D-6287,585,2025-02-10
I-2619,D-9487,7893,2025-02-15
I-2620,D-7871,3576,2025-02-15
I-2621,D-722,1645,2025-02-09
I-2622,D-3622,883,2025-01-15
I-2623,D-6653,1153,2025-01-22
I-2624,D-7642,1590,2025-02-17
I-2625,D-5847,4429,2025-01-30
I-2626,D-8216,9070,2025-02-14
I-2627,D-8591,8575,2025-02-12
I-2628,D-1052,5163,2025-01-26
I-2629,D-3486,2746,2025-01-18
I-2630,D-5968,4280,2025-02-02
I-2631,D-2827,6414,2025-01-22
I-2632,D-9006,9608,2025-01-12
I-2633,D-5753,815,2025-01-09
I-2634,D-487,1293,2025-02-12
I-2635,D-7907,3325,2025-02-15
I-2636,D-6841,1055,2025-02-14
I-2637,D-5831,3441,2025-01-15
I-2638,D-9777,3133,2025-02-13
I-2639,D-5838,3523,2025-01-23
I-2640,D-5193,5284,2025-01-18
I-2641,D-9258,3292,2025-02-14
I-2642,D-938,5003,2025-02-17
I-2643,D-930,1508,2025-02-05
I-2644,D-9697,2872,2025-01-25
I-2645,D-5796,816,2025-02-10
I-2646,D-3512,7909,2025-01-12
I-2647,D-9482,4193,2025-01-20
I-2648,D-8343,1910,2025-02-05
I-2649,D-4816,1630,2025-01-28
I-2650,D-9860,3230,2025-01-31
I-2651,D-7872,2175,2025-02-03
I-2652,D-140,8577,2025-01-26
I-2653,D-4846,4413,2025-01-31
I-2654,D-7746,2684,2025-01-07
I-2655,D-1018,8948,2025-02-05
I-2656,D-3627,6882,2025-01-09
I-2657,D-4619,4162,2025-01-15
I-2658,D-33,2238,2025-01-27
I-2659,D-5478,932,2025-01-03
I-2660,D-2204,100,2025-01-16
I-2661,D-9526,9644,2025-02-05
I-2662,D-4363,5903,2025-01-26
I-2663,D-1133,2099,2025-02-16
I-2664,D-9524,6320,2025-01-06
I-2665,D-1821,9946,2025-01-24
I-2666,D-4625,2260,2025-01-11
I-2667,D-5466,480,2025-01-08
I-2668,D-8781,6649,2025-01-04
I-2669,D-2861,9555,2025-02-10
I-2670,D-7416,2290,2025-01-11
I-2671,D-490,7752,2025-01-28
I-2672,D-8829,5316,2025-02-10
I-2673,D-2764,3963,2025-02-13
I-2674,D-536,4301,2025-02-09
I-2675,D-6665,9149,2025-01-11
I-2676,D-9209,1927,2025-01-23
I-2677,D-571,3475,2025-02-03
I-2678,D-8497,4978,2025-01-14
I-2679,D-6644,234,2025-02-11
I-2680,D-3491,4870,2025-01-26
I-2681,D-6402,8415,2025-01-26
I-2682,D-6998,5414,2025-01-22
I-2683,D-2584,4397,2025-02-05
I-2684,D-1986,6038,2025-02-08
I-2685,D-3781,5772,2025-01-28
I-2686,D-1769,478,2025-01-31
I-2687,D-3773,2685,2025-01-07
I-2688,D-661,6117,2025-01-30
I-2689,D-7477,7712,2025-02-03
I-2690,D-1272,1177,2025-01-14
I-2691,D-6670,7778,2025-02-01
I-2692,D-9747,6516,2025-02-13
I-2693,D-5841,469,2025-01-24
I-2694,D-2660,1603,2025-01-15
I-2695,D-1153,4601,2025-01-08
I-2696,D-5790,6223,2025-01-26
I-2697,D-6518,2448,2025-01-06
I-2698,D-411,1132,2025-01-07
I-2699,D-5754,4976,2025-02-05
I-2700,D-6253,4827,2025-01-12
I-2701,D-9484,5962,2025-01-13
I-2702,D-8756,6195,2025-02-17
I-2703,D-7719,9666,2025-01-12
I-2704,D-3773,6757,2025-01-02
I-2705,D-5437,9653,2025-02-18
I-2706,D-2257,1115,2025-01-27
I-2707,D-6707,5551,2025-02-09
I-2708,D-9243,9447,2025-02-13
I-2709,D-1021,1354,2025-01-28
I-2710,D-9275,4741,2025-01-23
I-2711,D-673,88,2025-02-11
I-2712,D-1139,4998,2025-01-29
I-2713,D-4973,9744,2025-01-23
I-2714,D-8267,3094,2025-01-19
I-2715,D-7993,9246,2025-01-09
I-2716,D-5913,6578,2025-01-01
I-2717,D-4859,7696,2025-02-10
I-2718,D-8256,9386,2025-02-09
I-2719,D-4546,5552,2025-01-22
I-2720,D-1367,710,2025-01-26
I-2721,D-1783,1044,2025-01-02
I-2722,D-9608,6268,2025-02-05
I-2723,D-9369,2698,2025-01-19
I-2724,D-4674,5858,2025-01-23
I-2725,D-8031,4541,2025-01-24
I-2726,D-5457,5682,2025-01-23
I-2727,D-7155,2267,2025-01-09
I-2728,D-3767,5831,2025-02-01
I-2729,D-3902,3828,2025-01-25
I-2730,D-8439,1114,2025-01-28
I-2731,D-7267,2825,2025-02-09
I-2732,D-9641,1129,2025-02-09
I-2733,D-3718,8923,2025-01-19
I-2734,D-3539,3808,2025-01-01
I-2735,D-2995,1325,2025-01-02
I-2736,D-3694,9536,2025-02-02
I-2737,D-5683,6508,2025-01-24
I-2738,D-6640,4254,2025-01-06
I-2739,D-9525,3307,2025-02-17
I-2740,D-1541,2775,2025-01-08
I-2741,D-849,7743,2025-02-04
I-2742,D-7451,9026,2025-01-19
I-2743,D-1716,9044,2025-01-23
I-2744,D-608,1438,2025-02-10
I-2745,D-8138,2914,2025-02-11
I-2746,D-2480,8279,2025-01-09
I-2747,D-6710,1588,2025-01-09
I-2748,D-4139,6231,2025-01-20
I-2749,D-6133,9664,2025-02-08
I-2750,D-6195,1047,2025-01-22
I-2751,D-3039,5072,2025-01-18
I-2752,D-9755,5945,2025-01-04
I-2753,D-2738,4896,2025-01-09
I-2754,D-1579,6186,2025-01-19
I-2755,D-2247,9998,2025-02-08
I-2756,D-2256,2824,2025-02-06
I-2757,D-1344,255,2025-01-28
I-2758,D-945,8624,2025-01-04
I-2759,D-6438,8408,2025-02-17
I-2760,D-4856,2002,2025-01-17
I-2761,D-3370,9103,2025-01-19
I-2762,D-7570,4462,2025-01-21
I-2763,D-6233,6284,2025-01-27
I-2764,D-2290,7351,2025-01-09
I-2765,D-7173,4913,2025-01-23
I-2766,D-849,5088,2025-01-22
I-2767,D-4110,9319,2025-01-18
I-2768,D-6719,9186,2025-01-16
I-2769,D-4424,5211,2025-02-01
I-2770,D-8523,9943,2025-01-04
I-2771,D-8013,8782,2025-02-08
I-2772,D-8463,4215,2025-01-29
I-2773,D-2293,2078,2025-02-06
I-2774,D-7521,133,2025-02-12
I-2775,D-8391,7890,2025-02-10
I-2776,D-7301,6494,2025-01-23
I-2777,D-3789,9105,2025-01-18
I-2778,D-5281,6729,2025-01-04
I-2779,D-8887,805,2025-01-31
I-2780,D-6886,8611,2025-01-30
I-2781,D-5832,9888,2025-01-22
I-2782,D-9059,6861,2025-01-22
I-2783,D-2956,8745,2025-01-09
I-2784,D-3436,994,2025-02-18
I-2785,D-6164,6375,2025-01-08
I-2786,D-3131,6207,2025-01-15
I-2787,D-547,7216,2025-02-18
I-2788,D-6816,6996,2025-02-02
I-2789,D-2143,3769,2025-01-01
I-2790,D-7414,2756,2025-02-14
I-2791,D-7456,721,2025-02-14
I-2792,D-7430,6533,2025-02-08
I-2793,D-8332,6400,2025-02-16
I-2794,D-9823,5208,2025-02-14
I-2795,D-2976,9725,2025-01-25
I-2796,D-8981,5868,2025-02-14
I-2797,D-3208,6641,2025-01-11
I-2798,D-9210,9833,2025-01-17
I-2799,D-8868,238,2025-01-18
I-2800,D-1615,6221,2025-01-24
I-2801,D-2513,6052,2025-01-04
I-2802,D-9729,2687,2025-01-30
I-2803,D-8771,7924,2025-02-08
I-2804,D-5168,5546,2025-02-15
I-2805,D-6351,3734,2025-01-08
I-2806,D-2280,8280,2025-01-16
I-2807,D-3923,3583,2025-01-02
I-2808,D-1625,6249,2025-01-13
I-2809,D-1344,3998,2025-01-07
I-2810,D-6158,5223,2025-01-13
I-2811,D-6108,5979,2025-01-11
I-2812,D-7060,9491,2025-02-15
I-2813,D-9778,9002,2025-02-06
I-2814,D-6026,64,2025-02-02
I-2815,D-909,6334,2025-02-11
I-2816,D-2090,6434,2025-02-09
I-2817,D-2123,9459,2025-01-13
I-2818,D-6663,7088,2025-01-26
I-2819,D-7975,9885,2025-02-01
I-2820,D-9249,3330,2025-02-03
I-2821,D-6596,6213,2025-01-07
I-2822,D-9619,1544,2025-01-21
I-2823,D-9327,201,2025-02-06
I-2824,D-1123,448,2025-02-02
I-2825,D-7370,1565,2025-02-06
I-2826,D-9287,7728,2025-01-16
I-2827,D-1182,1178,2025-01-04
I-2828,D-6312,2099,2025-01-26
I-2829,D-4301,5543,2025-01-22
I-2830,D-6601,195,2025-02-07
I-2831,D-9858,6241,2025-01-06
I-2832,D-4775,6236,2025-02-17
I-2833,D-8810,132,2025-01-22
I-2834,D-7937,8015,2025-01-13
I-2835,D-1551,2186,2025-01-08
I-2836,D-1440,8275,2025-02-02
I-2837,D-2903,7864,2025-02-10
I-2838,D-5311,5517,2025-02-02
I-2839,D-6563,8222,2025-01-11
I-2840,D-7353,5808,2025-02-04
I-2841,D-3872,4758,2025-01-05
I-2842,D-8918,9081,2025-01-19
I-2843,D-6158,3672,2025-01-03
I-2844,D-2120,430,2025-01-29
I-2845,D-7513,5138,2025-02-08
I-2846,D-7938,4230,2025-01-15
I-2847,D-4874,3232,2025-01-02
I-2848,D-3106,9787,2025-02-15
I-2849,D-5726,6880,2025-01-04
I-2850,D-7436,4664,2025-01-04
I-2851,D-7117,1340,2025-01-17
I-2852,D-5614,5230,2025-01-30
I-2853,D-3628,1275,2025-02-15
I-2854,D-9307,4463,2025-01-22
I-2855,D-6726,2126,2025-02-07
I-2856,D-2491,5447,2025-01-09
I-2857,D-1306,6451,2025-01-10
I-2858,D-8393,2231,2025-02-02
I-2859,D-3708,1764,2025-01-08
I-2860,D-5589,9698,2025-01-30
I-2861,D-9876,846,2025-01-26
I-2862,D-2364,9814,2025-01-11
I-2863,D-4328,4071,2025-01-16
I-2864,D-9481,4769,2025-01-29
I-2865,D-1250,5042,2025-02-09
I-2866,D-6224,2480,2025-01-13
I-2867,D-1721,6412,2025-02-14
I-2868,D-6327,1401,2025-01-26
I-2869,D-1481,8005,2025-01-13
I-2870,D-3051,4187,2025-01-26
I-2871,D-6494,4306,2025-01-22
I-2872,D-6816,2180,2025-02-12
I-2873,D-8539,9223,2025-01-10
I-2874,D-1420,8282,2025-02-16
I-2875,D-8461,2883,2025-01-20
I-2876,D-2128,8101,2025-02-07
I-2877,D-3657,6705,2025-01-12
I-2878,D-9990,1229,2025-01-14
I-2879,D-2843,4024,2025-01-04
I-2880,D-4214,1451,2025-02-12
I-2881,D-5800,7486,2025-01-15
I-2882,D-7589,5592,2025-02-02
I-2883,D-6655,621,2025-01-01
I-2884,D-4888,9732,2025-01-19
I-2885,D-9563,161,2025-01-21
I-2886,D-2722,8824,2025-01-10
I-2887,D-2997,246,2025-01-18
I-2888,D-9941,263,2025-02-10
I-2889,D-2832,6582,2025-01-17
I-2890,D-702,608,2025-02-04
I-2891,D-6310,276,2025-02-04
I-2892,D-7264,5508,2025-01-15
I-2893,D-4043,638,2025-01-14
I-2894,D-8952,844,2025-01-09
I-2895,D-6024,3089,2025-01-19
I-2896,D-8162,7129,2025-02-08
I-2897,D-3226,4150,2025-01-17
I-2898,D-5901,3403,2025-01-03
I-2899,D-9860,4074,2025-01-02
I-2900,D-4884,1511,2025-01-09
I-2901,D-569,3155,2025-01-23
I-2902,D-5211,3086,2025-01-20
I-2903,D-3636,3090,2025-02-15
I-2904,D-9221,5608,2025-01-05
I-2905,D-9056,5585,2025-01-08
I-2906,D-7007,7476,2025-02-07
I-2907,D-5422,352,2025-02-03
I-2908,D-5866,6339,2025-01-02
I-2909,D-5523,5875,2025-02-17
I-2910,D-1940,813,2025-01-16
I-2911,D-232,9275,2025-01-07
I-2912,D-6443,4873,2025-02-10
I-2913,D-1568,156,2025-02-13
I-2914,D-1192,5081,2025-01-08
I-2915,D-7100,8693,2025-01-15
I-2916,D-3893,5639,2025-01-03
I-2917,D-9212,5141,2025-01-08
I-2918,D-9379,8100,2025-01-29
