Sale_ID,Drug_ID,Quantity_Sold,Revenue,Sale_Date,Region
S-3017,D-273,34,2689.27,2022-09-27,Leeds
S-3018,D-4514,81,579.99,2022-02-08,Birmingham
S-3019,D-7217,40,2059.59,2023-05-05,London
S-3020,D-5838,36,3424.19,2024-02-29,Birmingham
S-3021,D-738,7,4708.93,2021-03-17,Manchester
S-3022,D-690,8,4457.33,2024-11-28,Leeds
S-3023,D-679,20,3646.57,2022-04-14,London
S-3024,D-5110,94,2698.15,2023-07-10,London
S-3025,D-5501,63,1496.97,2023-03-11,Manchester
S-3026,D-9044,34,1627.03,2023-11-05,Liverpool
S-3027,D-4930,100,1058.77,2020-08-22,Birmingham
S-3028,D-556,66,1638.65,2020-10-16,Leeds
S-3029,D-9073,78,3335.19,2023-06-05,Liverpool
S-3030,D-9621,33,3759.34,2024-05-20,Manchester
S-3031,D-2258,22,2183.71,2022-05-14,Liverpool
S-3032,D-2132,36,4747.95,2023-02-20,Birmingham
S-3033,D-7825,40,4353.86,2023-11-13,Birmingham
S-3034,D-379,30,3850.3,2024-02-25,Liverpool
S-3035,D-6655,57,2217.63,2022-10-13,Liverpool
S-3036,D-9351,78,3958.14,2024-12-13,London
S-3037,D-609,27,4851.92,2020-01-08,Manchester
S-3038,D-6299,52,3297.78,2020-10-16,London
S-3039,D-5082,50,187.52,2023-11-25,Manchester
S-3040,D-9945,55,3226.12,2023-01-17,Birmingham
S-3041,D-5043,7,2533.35,2020-07-15,Leeds
S-3042,D-3965,37,1377.43,2024-07-18,Leeds
S-3043,D-5441,40,782.58,2023-05-20,Liverpool
S-3044,D-7162,69,243.42,2021-11-07,Liverpool
S-3045,D-5707,97,4387.27,2023-08-27,Birmingham
S-3046,D-8294,51,3328.08,2021-10-20,London
S-3047,D-668,95,4113.68,2024-03-17,Birmingham
S-3048,D-3691,59,4286.42,2022-04-14,Birmingham
S-3049,D-6452,15,359.43,2022-09-30,Liverpool
S-3050,D-3460,16,3284.18,2022-05-31,Manchester
S-3051,D-9215,69,1539.63,2022-11-15,London
S-3052,D-3565,68,3953.66,2024-08-27,Manchester
S-3053,D-6611,10,4444.03,2024-11-30,London
S-3054,D-4799,53,2268.48,2021-02-09,Leeds
S-3055,D-7983,9,3107.45,2024-10-24,London
S-3056,D-2296,68,1211.28,2024-02-16,Manchester
S-3057,D-2700,22,4557.6,2022-12-03,Leeds
S-3058,D-4988,95,2421.06,2020-05-30,Liverpool
S-3059,D-5945,63,2848.65,2020-05-22,Leeds
S-3060,D-5329,92,4239.53,2020-11-05,Manchester
S-3061,D-8356,57,331.03,2023-11-28,Leeds
S-3062,D-1594,83,1386.67,2020-02-20,London
S-3063,D-7939,29,1910.28,2021-01-20,Manchester
S-3064,D-629,38,591.46,2021-05-05,Leeds
S-3065,D-8585,58,1805.55,2023-10-03,Manchester
S-3066,D-3620,60,3028.1,2023-11-19,Leeds
S-3067,D-3862,37,3731.68,2020-01-03,Liverpool
S-3068,D-5726,76,4334.98,2023-08-22,Liverpool
S-3069,D-1059,54,936.23,2021-09-20,Liverpool
S-3070,D-4863,57,4138.78,2021-02-13,Manchester
S-3071,D-3015,67,2825.03,2022-07-26,Manchester
S-3072,D-4271,95,2290.87,2021-05-08,London
S-3073,D-4459,38,1484.66,2022-05-01,Liverpool
S-3074,D-6668,48,315.82,2020-10-16,London
S-3075,D-6577,90,613.27,2023-01-24,London
S-3076,D-4060,17,1605.76,2022-02-16,Manchester
S-3077,D-9953,60,4842.38,2020-09-13,Birmingham
S-3078,D-578,31,1375.36,2023-03-01,London
S-3079,D-666,89,3431.43,2021-05-29,Manchester
S-3080,D-572,32,4311.73,2020-06-09,Manchester
S-3081,D-4258,83,4546.36,2023-05-16,Liverpool
S-3082,D-5849,82,2639.13,2022-08-07,Liverpool
S-3083,D-3469,82,2491.01,2021-12-28,Leeds
S-3084,D-9695,14,2924.28,2023-08-26,Leeds
S-3085,D-8992,82,1811.41,2020-10-10,Birmingham
S-3086,D-298,67,3950.8,2020-10-22,Leeds
S-3087,D-4477,67,1684.02,2020-01-04,Birmingham
S-3088,D-9014,14,4711.88,2021-10-25,Leeds
S-3089,D-8909,41,3088.39,2024-01-21,Manchester
S-3090,D-6835,54,4167.43,2020-08-30,Liverpool
S-3091,D-8124,64,755.62,2021-02-16,Leeds
S-3092,D-2716,42,661.72,2025-01-18,Manchester
S-3093,D-5181,37,3264.42,2021-12-03,Liverpool
S-3094,D-1712,16,2334.91,2024-06-01,Liverpool
S-3095,D-4942,28,3862.72,2023-10-14,Liverpool
S-3096,D-168,43,265.97,2020-01-29,Birmingham
S-3097,D-9427,36,409.02,2020-01-26,Birmingham
S-3098,D-6169,81,2817.91,2022-12-03,Liverpool
S-3099,D-1794,99,1481.56,2021-01-09,Manchester
S-3100,D-7169,82,167.58,2023-08-05,Manchester
S-3101,D-835,46,3523.97,2021-02-14,Birmingham
S-3102,D-9251,44,4249.25,2024-01-24,Birmingham
S-3103,D-9496,85,3479.16,2020-08-08,Liverpool
S-3104,D-8225,57,1225.81,2021-12-12,London
S-3105,D-7338,77,3925.42,2023-04-05,Leeds
S-3106,D-3454,59,3488.77,2020-10-04,Birmingham
S-3107,D-1205,82,4659.14,2020-11-14,Birmingham
S-3108,D-8157,4,1618.34,2020-11-16,Birmingham
S-3109,D-228,93,3894.91,2022-08-31,Leeds
S-3110,D-9667,59,3022.22,2023-02-15,Liverpool
S-3111,D-8210,77,1593.36,2022-07-18,Leeds
S-3112,D-1896,93,4528.52,2021-03-02,Birmingham
S-3113,D-6521,8,3306.91,2023-04-04,Liverpool
S-3114,D-6657,61,4070.87,2021-02-17,Manchester
S-3115,D-8738,57,1011.26,2021-03-19,Liverpool
S-3116,D-9191,83,4777.28,2020-07-31,Liverpool
S-3117,D-1682,8,2556.29,2024-07-06,London
S-3118,D-3652,40,779.07,2024-10-16,Birmingham
S-3119,D-292,81,4409.13,2020-01-27,London
S-3120,D-3766,82,4999.5,2021-05-24,Manchester
S-3121,D-8939,48,2502.63,2023-09-29,Leeds
S-3122,D-4818,44,4224.51,2022-12-27,London
S-3123,D-6222,27,1463.0,2021-10-23,Liverpool
S-3124,D-9876,4,2223.78,2021-04-15,Liverpool
S-3125,D-1780,3,1285.86,2023-07-03,London
S-3126,D-2960,10,2278.57,2023-10-06,Liverpool
S-3127,D-9004,63,4596.41,2021-11-05,London
S-3128,D-1572,26,3701.43,2020-09-26,Liverpool
S-3129,D-5978,14,3840.27,2020-11-08,Leeds
S-3130,D-896,100,2259.73,2021-03-11,Leeds
S-3131,D-1658,34,1783.31,2021-01-17,Birmingham
S-3132,D-6243,14,2153.88,2025-01-05,Birmingham
S-3133,D-4136,20,3450.96,2023-04-08,Birmingham
S-3134,D-5334,61,596.51,2022-12-28,Manchester
S-3135,D-4279,23,1553.06,2023-08-27,Leeds
S-3136,D-6699,45,2045.64,2022-09-04,Manchester
S-3137,D-6309,76,3299.98,2021-03-10,Leeds
S-3138,D-2515,23,3558.93,2022-02-08,Liverpool
S-3139,D-6058,14,562.52,2022-05-10,Manchester
S-3140,D-7196,82,2083.63,2020-09-18,Manchester
S-3141,D-3796,24,2637.82,2022-02-10,Birmingham
S-3142,D-1831,74,2979.51,2024-09-15,Liverpool
S-3143,D-2537,81,1920.48,2025-02-10,London
S-3144,D-5721,71,4406.6,2025-02-07,London
S-3145,D-3589,46,1622.49,2022-06-04,Birmingham
S-3146,D-6910,49,4537.21,2020-03-24,Manchester
S-3147,D-1770,58,676.58,2022-07-26,Leeds
S-3148,D-2085,89,2658.55,2021-09-30,Birmingham
S-3149,D-7232,17,1573.94,2024-05-27,Birmingham
S-3150,D-6594,34,2783.43,2024-05-02,Birmingham
S-3151,D-9724,7,1641.09,2021-08-09,Liverpool
S-3152,D-8202,47,3226.69,2023-05-02,London
S-3153,D-7413,47,1437.12,2022-07-07,Manchester
S-3154,D-6467,44,3724.12,2020-06-18,London
S-3155,D-2822,83,949.11,2022-01-13,London
S-3156,D-2651,81,530.24,2024-03-17,Liverpool
S-3157,D-9569,21,700.54,2023-04-13,Manchester
S-3158,D-5811,42,501.24,2020-12-16,London
S-3159,D-8163,14,911.1,2022-01-19,Liverpool
S-3160,D-9575,64,4627.16,2024-04-01,Leeds
S-3161,D-5064,61,4679.44,2025-01-19,London
S-3162,D-8001,37,2664.83,2020-08-08,Leeds
S-3163,D-4590,82,3498.77,2024-06-29,London
S-3164,D-5962,69,3946.24,2020-02-07,Liverpool
S-3165,D-609,46,2900.9,2023-01-26,Leeds
S-3166,D-9100,56,3888.39,2022-09-10,Manchester
S-3167,D-982,42,1422.31,2021-02-14,Birmingham
S-3168,D-9242,20,360.81,2023-04-16,Manchester
S-3169,D-8284,84,539.75,2024-10-31,Manchester
S-3170,D-7395,52,733.27,2023-07-31,Leeds
S-3171,D-1962,40,4052.43,2023-02-09,Leeds
S-3172,D-7639,20,3270.05,2024-08-24,Liverpool
S-3173,D-3794,98,4080.01,2021-06-20,Liverpool
S-3174,D-3613,96,2390.34,2024-01-03,Liverpool
S-3175,D-1468,35,3531.32,2020-08-14,Liverpool
S-3176,D-5519,28,556.89,2020-02-21,Birmingham
S-3177,D-8128,57,1635.24,2024-12-29,Manchester
S-3178,D-1541,40,2427.87,2020-07-28,Manchester
S-3179,D-6952,20,2237.34,2020-02-12,Leeds
S-3180,D-604,65,4970.81,2022-03-25,Leeds
S-3181,D-4551,96,4362.16,2021-11-01,Leeds
S-3182,D-2827,18,1443.05,2020-05-03,Leeds
S-3183,D-6270,20,734.35,2020-07-06,Manchester
S-3184,D-1352,4,3915.66,2023-05-21,Leeds
S-3185,D-4343,24,376.82,2024-04-22,London
S-3186,D-4137,17,3720.75,2022-06-09,Leeds
S-3187,D-7337,7,946.78,2024-04-05,Liverpool
S-3188,D-1435,36,1678.36,2023-07-14,Birmingham
S-3189,D-6839,10,3497.99,2023-08-09,Leeds
S-3190,D-5456,1,855.15,2023-06-03,Leeds
S-3191,D-605,54,4293.62,2020-09-13,London
S-3192,D-4341,38,2441.4,2024-07-25,Birmingham
S-3193,D-4301,74,142.87,2024-07-28,Leeds
S-3194,D-1717,52,4845.56,2021-04-19,Leeds
S-3195,D-6062,6,3772.19,2022-05-12,Birmingham
S-3196,D-3037,59,311.68,2020-09-16,London
S-3197,D-7048,21,984.16,2022-08-20,Leeds
S-3198,D-4281,49,2635.26,2020-09-02,Birmingham
S-3199,D-4652,44,3953.7,2024-05-07,Leeds
S-3200,D-5653,21,2298.21,2021-09-23,Manchester
S-3201,D-8196,92,3688.04,2021-04-27,Birmingham
S-3202,D-2351,8,2107.64,2024-07-24,Liverpool
S-3203,D-9824,88,1511.7,2022-10-12,Birmingham
S-3204,D-6785,14,1717.35,2023-04-28,London
S-3205,D-9766,93,974.47,2024-12-26,London
S-3206,D-4683,36,1616.99,2020-07-24,Leeds
S-3207,D-6048,66,2362.88,2022-08-21,Leeds
S-3208,D-4210,60,4741.9,2023-09-21,London
S-3209,D-1415,54,1992.24,2022-01-11,Manchester
S-3210,D-9394,7,4401.89,2020-06-28,Birmingham
S-3211,D-1877,80,3183.52,2022-01-29,Liverpool
S-3212,D-3592,53,4137.08,2020-09-24,Liverpool
S-3213,D-7585,58,3341.91,2023-09-11,London
S-3214,D-9138,30,2052.57,2020-12-26,London
S-3215,D-730,57,2238.23,2023-11-09,Liverpool
S-3216,D-4167,22,3166.69,2020-06-19,London
S-3217,D-9748,48,4617.05,2022-08-18,Liverpool
S-3218,D-8291,5,107.36,2021-06-29,Leeds
S-3219,D-7948,8,3898.01,2021-01-06,Manchester
S-3220,D-7022,74,953.85,2020-02-09,Leeds
S-3221,D-2213,31,2349.65,2021-03-02,Birmingham
S-3222,D-343,21,744.55,2020-02-05,Liverpool
S-3223,D-9879,16,3794.05,2021-05-24,Manchester
S-3224,D-3103,95,1253.91,2024-03-22,Leeds
S-3225,D-8972,74,669.06,2022-12-13,London
S-3226,D-3152,44,4667.0,2024-06-12,London
S-3227,D-7279,50,3274.96,2024-05-25,Liverpool
S-3228,D-4040,93,4884.12,2022-03-16,Manchester
S-3229,D-9736,80,2592.99,2021-06-02,Liverpool
S-3230,D-6426,25,2110.2,2023-03-01,London
S-3231,D-5330,23,3492.22,2021-01-29,Liverpool
S-3232,D-2700,8,1119.62,2022-04-15,Manchester
S-3233,D-5120,48,4872.55,2021-01-01,London
S-3234,D-2845,94,3799.04,2020-04-01,Leeds
S-3235,D-7787,1,1455.54,2022-11-06,Birmingham
S-3236,D-6831,55,1229.85,2023-08-26,London
S-3237,D-40,94,2253.39,2022-04-25,Leeds
S-3238,D-7961,45,1863.51,2024-06-15,Manchester
S-3239,D-4610,6,4458.01,2020-07-17,Manchester
S-3240,D-1984,51,2789.8,2022-03-27,Liverpool
S-3241,D-5096,73,2890.93,2024-11-26,London
S-3242,D-7153,50,3305.36,2020-08-27,Liverpool
S-3243,D-4285,81,3472.2,2024-03-21,Manchester
S-3244,D-4428,15,4776.61,2023-11-15,Birmingham
S-3245,D-56,87,3624.54,2024-05-05,London
S-3246,D-2792,93,1678.67,2023-01-23,Birmingham
S-3247,D-7133,99,3532.23,2020-06-21,Birmingham
S-3248,D-2032,43,3016.37,2024-04-01,Liverpool
S-3249,D-3119,70,324.98,2024-10-27,Birmingham
S-3250,D-5773,67,778.24,2021-06-02,Leeds
S-3251,D-3134,33,1585.48,2023-02-16,Leeds
S-3252,D-4628,35,109.44,2021-05-03,Birmingham
S-3253,D-2539,86,4623.33,2022-03-03,Leeds
S-3254,D-5334,45,2308.6,2020-11-15,London
S-3255,D-5788,17,1080.81,2024-11-18,London
S-3256,D-5595,28,3491.93,2020-12-24,Liverpool
S-3257,D-6315,51,3329.2,2021-12-10,Birmingham
S-3258,D-1415,33,2805.69,2024-04-29,Manchester
S-3259,D-9126,75,4547.41,2020-01-08,Birmingham
S-3260,D-3236,34,4550.15,2020-05-16,London
S-3261,D-2350,10,3127.95,2020-02-08,London
S-3262,D-7050,14,1550.78,2022-01-29,London
S-3263,D-2498,96,3454.79,2020-05-22,Liverpool
S-3264,D-1447,4,3424.75,2024-01-05,Birmingham
S-3265,D-3405,5,1537.28,2023-02-04,Birmingham
S-3266,D-8739,87,4877.07,2023-04-04,London
S-3267,D-4192,22,3037.39,2021-04-11,Birmingham
S-3268,D-2014,5,1393.47,2021-07-10,Leeds
S-3269,D-5900,69,2332.9,2020-04-19,Manchester
S-3270,D-5648,73,501.53,2024-09-13,Birmingham
S-3271,D-1187,49,1248.74,2023-07-26,Liverpool
S-3272,D-146,63,2503.7,2021-11-28,Leeds
S-3273,D-9432,52,3067.41,2022-09-26,London
S-3274,D-5761,96,2063.91,2022-02-10,Birmingham
S-3275,D-4476,5,3226.21,2023-07-17,London
S-3276,D-2172,39,4198.86,2022-09-21,Manchester
S-3277,D-5932,8,2213.32,2022-04-22,Liverpool
S-3278,D-2317,53,4489.88,2020-08-29,Liverpool
S-3279,D-7885,19,3874.35,2024-11-10,London
S-3280,D-5559,32,4334.16,2023-03-04,London
S-3281,D-109,24,1320.72,2021-01-05,Birmingham
S-3282,D-6026,13,2636.12,2024-04-08,Manchester
S-3283,D-6586,47,155.76,2020-06-12,Manchester
S-3284,D-8867,16,3446.7,2021-07-11,Leeds
S-3285,D-8247,90,167.57,2021-11-24,Liverpool
S-3286,D-1012,60,3218.78,2024-05-21,Leeds
S-3287,D-8365,41,3010.96,2020-05-22,Manchester
S-3288,D-4488,16,2728.04,2023-05-30,Leeds
S-3289,D-8612,78,2164.1,2020-08-02,Manchester
S-3290,D-2817,49,2460.44,2023-12-15,Leeds
S-3291,D-217,61,3982.11,2022-05-27,Manchester
S-3292,D-7187,76,780.71,2022-08-23,Leeds
S-3293,D-2562,23,1413.67,2022-10-13,London
S-3294,D-7714,74,1638.91,2020-09-25,Manchester
S-3295,D-1177,53,1636.22,2024-09-14,Manchester
S-3296,D-2479,4,123.36,2023-11-20,Leeds
S-3297,D-6411,44,822.48,2020-01-25,London
S-3298,D-3083,67,986.82,2023-02-20,London
S-3299,D-3368,56,933.2,2021-09-15,Leeds
S-3300,D-5028,46,726.14,2022-06-24,Liverpool
S-3301,D-535,30,2783.24,2024-10-17,Birmingham
S-3302,D-3021,11,2053.74,2022-08-02,London
S-3303,D-3472,35,202.31,2022-01-23,London
S-3304,D-8008,87,3994.79,2023-12-12,Liverpool
S-3305,D-8676,28,1669.22,2023-02-18,Birmingham
S-3306,D-1726,35,2728.99,2025-01-12,Manchester
S-3307,D-4068,23,1163.57,2024-03-12,Manchester
S-3308,D-2482,23,4857.99,2021-08-30,Liverpool
S-3309,D-6664,5,955.17,2024-08-25,Manchester
S-3310,D-7699,64,4491.51,2022-01-31,Leeds
S-3311,D-2595,6,1215.46,2021-04-12,Birmingham
S-3312,D-7395,37,2524.94,2020-01-20,Manchester
S-3313,D-4055,28,1204.96,2023-06-27,Manchester
S-3314,D-3996,11,1369.32,2020-03-15,Manchester
S-3315,D-2534,88,1412.82,2021-12-24,Liverpool
S-3316,D-6709,6,4503.21,2024-08-09,Liverpool
S-3317,D-2055,59,4416.54,2022-12-12,London
S-3318,D-7354,59,4263.33,2020-01-30,Manchester
S-3319,D-7327,22,2627.18,2022-11-06,Birmingham
S-3320,D-7038,22,2825.36,2020-01-05,Liverpool
S-3321,D-7193,19,4677.19,2023-03-15,Liverpool
S-3322,D-4775,72,3370.69,2022-08-13,Manchester
S-3323,D-7118,60,1346.03,2020-11-18,Leeds
S-3324,D-5501,33,2762.07,2021-09-29,Birmingham
S-3325,D-8301,80,3276.13,2024-07-04,Birmingham
S-3326,D-8335,77,1428.03,2022-01-09,Manchester
S-3327,D-2026,43,4694.32,2023-07-28,Birmingham
S-3328,D-9514,65,917.08,2024-03-08,Liverpool
S-3329,D-4799,73,3385.24,2020-07-05,Manchester
S-3330,D-6305,25,1151.61,2021-03-18,Manchester
S-3331,D-8806,94,4782.27,2022-05-19,Manchester
S-3332,D-7313,52,721.83,2020-10-16,Liverpool
S-3333,D-7501,63,2560.35,2020-05-16,Birmingham
S-3334,D-4821,38,3663.71,2021-12-20,Liverpool
S-3335,D-9562,22,2182.37,2024-06-02,Manchester
S-3336,D-2475,70,4303.17,2023-07-07,Leeds
S-3337,D-9424,94,2036.43,2023-03-03,Manchester
S-3338,D-4744,51,3048.42,2023-11-25,Manchester
S-3339,D-4399,5,2878.66,2020-09-20,Manchester
S-3340,D-9947,11,497.31,2024-12-09,Birmingham
S-3341,D-3177,63,2590.75,2020-10-23,Manchester
S-3342,D-1195,100,559.64,2024-04-19,Manchester
S-3343,D-3298,51,2594.23,2021-02-18,Liverpool
S-3344,D-6834,89,1064.35,2023-05-10,London
S-3345,D-8012,83,4689.76,2020-08-20,Manchester
S-3346,D-5679,61,4544.34,2025-01-12,Manchester
S-3347,D-8109,86,1275.45,2024-10-30,Manchester
S-3348,D-2573,68,1211.2,2020-07-12,Manchester
S-3349,D-6608,58,4690.18,2023-09-13,Liverpool
S-3350,D-6699,28,3495.0,2021-02-10,Birmingham
S-3351,D-8268,65,3606.84,2022-01-05,Liverpool
S-3352,D-4271,98,3436.55,2022-06-25,London
S-3353,D-9889,67,975.01,2022-03-21,Liverpool
S-3354,D-75,8,3917.8,2022-09-05,Birmingham
S-3355,D-5413,16,1789.22,2023-05-05,Leeds
S-3356,D-3767,14,1850.2,2022-10-10,Manchester
S-3357,D-6625,9,1579.41,2022-09-15,Birmingham
S-3358,D-6926,27,2288.33,2023-11-07,Birmingham
S-3359,D-7195,5,856.23,2022-04-24,London
S-3360,D-8215,84,236.65,2021-12-26,Liverpool
S-3361,D-3429,45,351.23,2020-08-20,Manchester
S-3362,D-3060,23,1394.25,2021-09-21,London
S-3363,D-521,88,2628.05,2021-02-26,Leeds
S-3364,D-3136,75,3091.11,2024-12-21,Leeds
S-3365,D-1240,20,3438.44,2020-12-04,London
S-3366,D-6502,27,3129.02,2021-04-27,Leeds
S-3367,D-2023,68,2512.86,2020-11-24,London
S-3368,D-3382,29,1390.5,2021-05-25,Leeds
S-3369,D-1759,47,1345.82,2023-10-28,Manchester
S-3370,D-7925,22,4552.01,2023-12-18,Birmingham
S-3371,D-7376,19,3322.38,2022-09-02,Manchester
S-3372,D-9780,27,3105.24,2023-06-16,Birmingham
S-3373,D-243,60,4315.47,2021-01-10,London
S-3374,D-5596,64,1083.14,2024-07-23,Manchester
S-3375,D-3987,43,1170.05,2023-01-18,Leeds
S-3376,D-4955,6,1340.02,2021-10-07,Liverpool
S-3377,D-676,35,4312.41,2023-11-05,Manchester
S-3378,D-3398,37,1887.23,2022-08-15,Birmingham
S-3379,D-9087,68,355.82,2023-12-10,Leeds
S-3380,D-8750,4,1138.92,2022-04-03,Liverpool
S-3381,D-3631,51,4893.71,2021-01-07,Birmingham
S-3382,D-3104,84,4215.23,2020-10-07,Manchester
S-3383,D-3272,31,4248.39,2021-05-04,Manchester
S-3384,D-1669,81,810.78,2022-08-03,Leeds
S-3385,D-5225,24,346.93,2025-02-17,Leeds
S-3386,D-1571,34,4532.57,2020-05-05,Manchester
S-3387,D-8391,36,4976.48,2021-10-30,Manchester
S-3388,D-258,71,355.84,2022-10-15,London
S-3389,D-1727,88,3327.84,2021-04-05,Leeds
S-3390,D-6522,79,4170.58,2020-10-10,Manchester
S-3391,D-6600,52,3930.96,2022-02-10,Leeds
S-3392,D-4581,71,1307.96,2023-01-10,Liverpool
S-3393,D-8857,33,3231.39,2023-05-16,Birmingham
S-3394,D-186,53,2327.64,2024-05-14,Leeds
S-3395,D-2581,5,1291.5,2020-06-01,Leeds
S-3396,D-4089,36,2230.08,2022-07-17,London
S-3397,D-6937,15,3354.56,2022-03-19,London
S-3398,D-2215,92,2466.63,2021-06-24,Leeds
S-3399,D-8811,22,1880.8,2020-04-06,Manchester
S-3400,D-956,54,2587.98,2023-06-10,Leeds
S-3401,D-1954,14,2949.64,2023-11-05,Manchester
S-3402,D-9782,51,2264.65,2024-09-23,Liverpool
S-3403,D-3639,93,2483.98,2024-09-05,Liverpool
S-3404,D-8205,96,558.77,2022-02-15,Liverpool
S-3405,D-8660,47,3694.64,2020-10-21,Leeds
S-3406,D-5987,42,3701.17,2023-12-06,Birmingham
S-3407,D-3178,81,2392.26,2020-11-12,London
S-3408,D-1180,40,1248.42,2021-03-10,Birmingham
S-3409,D-1808,17,1239.8,2021-01-12,Birmingham
S-3410,D-5794,60,4979.52,2020-02-07,Birmingham
S-3411,D-4523,75,2557.55,2020-07-10,Birmingham
S-3412,D-3949,32,2544.2,2021-11-21,Leeds
S-3413,D-9231,26,4854.22,2021-02-10,Birmingham
S-3414,D-7931,85,4835.83,2021-09-07,Birmingham
S-3415,D-8916,76,1003.3,2023-05-29,Birmingham
S-3416,D-1545,74,2717.41,2023-03-02,Birmingham
S-3417,D-5890,61,4658.22,2020-09-18,Manchester
S-3418,D-7942,8,3766.05,2024-12-14,Leeds
S-3419,D-4032,17,4581.17,2024-12-26,Liverpool
S-3420,D-4262,16,1526.01,2022-03-15,Manchester
S-3421,D-1419,39,3407.01,2020-08-20,Liverpool
S-3422,D-5203,86,1699.96,2020-03-08,Manchester
S-3423,D-9500,49,3011.3,2020-07-19,Liverpool
S-3424,D-1384,10,1518.28,2021-09-06,Leeds
S-3425,D-353,95,4174.63,2023-10-09,Manchester
S-3426,D-6187,50,1961.1,2021-02-04,Manchester
S-3427,D-6985,79,613.29,2020-10-12,Manchester
S-3428,D-202,96,3098.41,2022-10-27,Manchester
S-3429,D-8194,98,2370.34,2021-01-15,Birmingham
S-3430,D-6886,5,3717.93,2020-05-12,Leeds
S-3431,D-3005,40,2670.01,2023-12-03,Manchester
S-3432,D-3862,61,851.61,2020-06-06,Manchester
S-3433,D-6227,86,3415.01,2021-06-05,Liverpool
S-3434,D-5788,49,315.19,2024-11-17,Birmingham
S-3435,D-977,10,3067.44,2023-09-07,Birmingham
S-3436,D-4747,7,2063.99,2023-05-12,Liverpool
S-3437,D-6508,20,1471.33,2024-03-21,Manchester
S-3438,D-621,79,276.3,2020-04-01,Liverpool
S-3439,D-2313,55,2914.71,2023-04-04,Leeds
S-3440,D-6724,85,3107.13,2023-08-18,Birmingham
S-3441,D-2861,98,875.54,2021-06-20,London
S-3442,D-2352,84,1384.69,2023-01-04,Manchester
S-3443,D-5095,84,750.87,2021-10-29,Leeds
S-3444,D-8102,47,2327.29,2021-08-04,Manchester
S-3445,D-9048,34,2190.79,2022-05-04,London
S-3446,D-9915,38,4363.37,2022-05-19,London
S-3447,D-2160,11,3611.48,2023-10-17,Liverpool
S-3448,D-2370,76,4499.99,2021-04-06,Birmingham
S-3449,D-5520,96,2288.4,2020-04-17,Manchester
S-3450,D-1717,6,366.4,2022-02-02,London
S-3451,D-9016,97,2431.94,2022-07-05,Manchester
S-3452,D-2399,34,3661.86,2024-03-30,Liverpool
S-3453,D-6984,26,4168.56,2023-07-04,Birmingham
S-3454,D-1627,63,211.45,2024-09-06,Birmingham
S-3455,D-4010,60,650.46,2024-01-28,Liverpool
S-3456,D-5528,5,1673.78,2020-07-08,Leeds
S-3457,D-707,22,1717.54,2020-09-29,Liverpool
S-3458,D-6813,80,3498.33,2022-05-19,Liverpool
S-3459,D-2055,85,2327.89,2023-04-04,Birmingham
S-3460,D-1066,54,4375.24,2021-03-02,Liverpool
S-3461,D-989,59,2451.59,2023-07-26,London
S-3462,D-8674,5,1905.03,2021-09-11,Birmingham
S-3463,D-4737,43,311.37,2024-06-21,Liverpool
S-3464,D-544,2,2151.3,2022-02-13,London
S-3465,D-1268,27,3605.82,2024-08-16,Liverpool
S-3466,D-5294,42,4345.85,2020-03-01,London
S-3467,D-7866,53,1376.07,2023-04-03,Birmingham
S-3468,D-9535,100,3063.77,2023-01-20,Leeds
S-3469,D-8134,22,3066.92,2024-01-30,London
S-3470,D-290,31,2589.65,2024-08-18,Leeds
S-3471,D-6467,58,4940.0,2024-02-14,Manchester
S-3472,D-2228,24,3948.9,2022-12-04,Manchester
S-3473,D-8577,97,2505.68,2024-10-23,Manchester
S-3474,D-1054,36,709.88,2024-04-09,Manchester
S-3475,D-609,51,2052.96,2022-09-26,Birmingham
S-3476,D-9247,86,3176.64,2023-04-21,Liverpool
S-3477,D-7826,35,2644.89,2022-04-20,Manchester
S-3478,D-5797,99,4232.76,2021-07-12,Birmingham
S-3479,D-3014,42,3587.2,2020-03-21,Birmingham
S-3480,D-6925,51,356.34,2022-09-17,London
S-3481,D-8700,2,188.92,2025-01-29,London
S-3482,D-6483,38,911.93,2021-11-11,Manchester
S-3483,D-6856,69,1503.2,2020-04-01,Birmingham
S-3484,D-6131,98,3781.13,2022-05-22,Leeds
S-3485,D-813,46,4258.84,2020-07-01,Birmingham
S-3486,D-8740,12,1173.64,2024-01-05,London
S-3487,D-3514,11,3414.28,2024-07-02,London
S-3488,D-6861,75,109.49,2023-01-15,Manchester
S-3489,D-9050,76,4607.25,2024-12-19,Birmingham
S-3490,D-1523,5,2844.29,2021-12-24,London
S-3491,D-6412,52,1199.34,2021-05-10,London
S-3492,D-9129,41,691.23,2020-11-07,Manchester
S-3493,D-2687,97,2713.86,2022-02-09,Liverpool
S-3494,D-1864,51,4046.34,2022-01-19,Manchester
S-3495,D-4767,94,690.0,2022-04-08,Manchester
S-3496,D-688,31,1668.71,2024-07-16,London
S-3497,D-7251,23,1633.61,2020-06-22,Manchester
S-3498,D-3704,24,3454.68,2021-11-12,Manchester
S-3499,D-7718,87,4963.68,2024-11-23,London
S-3500,D-3211,52,1060.27,2023-04-21,London
S-3501,D-884,63,3164.39,2023-01-07,Liverpool
S-3502,D-8610,78,368.39,2021-06-23,Manchester
S-3503,D-7429,10,4216.8,2021-07-01,Leeds
S-3504,D-1356,98,2596.81,2022-01-04,Manchester
