Drug_ID,Category,Manufacturer,Dosage_mg,Price_per_Unit,Drug_Name
D-2771,Antiviral,Merck,64,364.79,Oseltamivir
D-2772,Antiviral,GSK,44,344.73,Acyclovir
D-2773,Cardiovascular,Moderna,497,372.56,Amlodipine
D-2774,Antifungal,Moderna,175,433.78,Ketoconazole
D-2775,Antidepressant,Novartis,371,182.84,Escitalopram
D-2776,Painkiller,AstraZeneca,254,167.78,Tramadol
D-2777,Diabetes,Pfizer,321,439.93,Glipizide
D-2778,Diabetes,AstraZeneca,158,381.87,Sitagliptin
D-2779,Antifungal,Novartis,82,5.98,Fluconazole
D-2780,Cardiovascular,GSK,130,15.21,Losartan
D-2781,Antifungal,GSK,275,276.53,Ketoconazole
D-2782,Painkiller,Roche,492,191.57,Tramadol
D-2783,Diabetes,Moderna,263,397.67,Canagliflozin
D-2784,Painkiller,Pfizer,421,373.17,Codeine
D-2785,Antiviral,Moderna,120,497.06,Acyclovir
D-2786,Antifungal,Merck,223,229.45,Itraconazole
D-2787,Diabetes,GSK,261,298.9,Sitagliptin
D-2788,Antibiotic,Novartis,16,308.03,Levofloxacin
D-2789,Diabetes,Pfizer,499,6.66,Sitagliptin
D-2790,Antibiotic,Merck,167,262.94,Amoxicillin
D-2791,Antifungal,AstraZeneca,333,385.22,Ketoconazole
D-2792,Painkiller,Roche,91,286.22,Codeine
D-2793,Antidepressant,Roche,183,49.54,Fluoxetine
D-2794,Painkiller,Novartis,332,129.8,Aspirin
D-2795,Painkiller,Moderna,169,206.07,Ibuprofen
D-2796,Antidepressant,Roche,360,6.31,Sertraline
D-2797,Cardiovascular,Moderna,326,291.92,Atorvastatin
D-2798,Painkiller,GSK,229,428.66,Ibuprofen
D-2799,Antidepressant,GSK,323,50.71,Sertraline
D-2800,Antifungal,Roche,72,286.02,Ketoconazole
D-2801,Antidepressant,GSK,316,371.98,Mirtazapine
D-2802,Diabetes,GSK,76,80.37,Metformin
D-2803,Antibiotic,Roche,281,121.37,Azithromycin
D-2804,Antidepressant,Roche,154,344.33,Mirtazapine
D-2805,Painkiller,Moderna,184,104.76,Paracetamol
D-2806,Cardiovascular,Pfizer,381,231.09,Losartan
D-2807,Antifungal,Roche,201,416.68,Fluconazole
D-2808,Antidepressant,Moderna,423,338.26,Sertraline
D-2809,Painkiller,GSK,362,472.81,Aspirin
D-2810,Cardiovascular,Pfizer,452,290.7,Ramipril
D-2811,Antidepressant,Moderna,75,232.62,Escitalopram
D-2812,Antifungal,AstraZeneca,199,359.6,Terbinafine
D-2813,Antifungal,Roche,299,27.14,Fluconazole
D-2814,Antibiotic,Merck,252,9.41,Azithromycin
D-2815,Antifungal,Moderna,42,398.6,Terbinafine
D-2816,Cardiovascular,Roche,19,171.74,Ramipril
D-2817,Painkiller,GSK,238,273.95,Tramadol
D-2818,Antifungal,Merck,199,422.11,Fluconazole
D-2819,Antifungal,AstraZeneca,223,45.69,Terbinafine
D-2820,Painkiller,Moderna,136,428.01,Tramadol
D-2821,Painkiller,Merck,117,455.32,Tramadol
D-2822,Cardiovascular,GSK,493,215.5,Atorvastatin
D-2823,Antifungal,Pfizer,177,499.99,Terbinafine
D-2824,Cardiovascular,GSK,362,197.31,Metoprolol
D-2825,Antifungal,GSK,129,25.11,Itraconazole
D-2826,Antidepressant,Roche,475,16.41,Escitalopram
D-2827,Diabetes,Roche,456,300.38,Glipizide
D-2828,Antifungal,AstraZeneca,472,421.37,Ketoconazole
D-2829,Antibiotic,GSK,170,296.8,Azithromycin
D-2830,Diabetes,Roche,334,142.28,Metformin
D-2831,Diabetes,Novartis,478,113.46,Canagliflozin
D-2832,Antibiotic,Pfizer,471,220.11,Amoxicillin
D-2833,Antibiotic,Novartis,253,445.71,Levofloxacin
D-2834,Antibiotic,GSK,412,362.89,Levofloxacin
D-2835,Cardiovascular,GSK,153,125.94,Atorvastatin
D-2836,Diabetes,GSK,294,225.61,Canagliflozin
D-2837,Antifungal,Pfizer,184,465.14,Ketoconazole
D-2838,Antidepressant,Merck,305,264.08,Sertraline
D-2839,Cardiovascular,AstraZeneca,416,47.16,Losartan
D-2840,Painkiller,Novartis,179,50.77,Ibuprofen
D-2841,Diabetes,Merck,367,304.04,Glipizide
D-2842,Antifungal,Novartis,109,324.65,Itraconazole
D-2843,Antiviral,AstraZeneca,471,348.68,Lopinavir
D-2844,Antifungal,Pfizer,75,168.21,Ketoconazole
D-2845,Cardiovascular,GSK,174,75.05,Atorvastatin
D-2846,Antibiotic,Roche,410,288.8,Ceftriaxone
D-2847,Antiviral,Novartis,333,403.4,Acyclovir
D-2848,Cardiovascular,Novartis,303,79.29,Losartan
D-2849,Antifungal,AstraZeneca,476,13.99,Itraconazole
D-2850,Antidepressant,Roche,127,319.78,Amitriptyline
D-2851,Cardiovascular,Merck,372,403.44,Metoprolol
D-2852,Antidepressant,Pfizer,313,334.04,Sertraline
D-2853,Antiviral,GSK,322,38.86,Remdesivir
D-2854,Painkiller,Moderna,131,105.71,Paracetamol
D-2855,Diabetes,Pfizer,426,382.51,Sitagliptin
D-2856,Diabetes,AstraZeneca,429,142.48,Metformin
D-2857,Cardiovascular,Novartis,137,208.5,Atorvastatin
D-2858,Antiviral,Roche,260,226.01,Acyclovir
D-2859,Antidepressant,Novartis,298,190.66,Mirtazapine
D-2860,Antiviral,AstraZeneca,250,289.5,Lopinavir
D-2861,Antibiotic,Pfizer,465,300.63,Amoxicillin
D-2862,Cardiovascular,Novartis,19,145.27,Ramipril
D-2863,Antibiotic,Moderna,170,445.83,Amoxicillin
D-2864,Painkiller,AstraZeneca,271,140.3,Tramadol
D-2865,Antiviral,Pfizer,460,205.19,Zidovudine
D-2866,Antiviral,Roche,58,223.6,Remdesivir
D-2867,Antiviral,Merck,206,359.48,Oseltamivir
D-2868,Antiviral,Pfizer,394,52.27,Remdesivir
D-2869,Painkiller,GSK,85,277.52,Paracetamol
D-2870,Antidepressant,Moderna,329,137.16,Sertraline
D-2871,Antifungal,GSK,174,323.76,Ketoconazole
D-2872,Painkiller,Novartis,51,12.94,Ibuprofen
D-2873,Antidepressant,Pfizer,280,73.94,Fluoxetine
D-2874,Diabetes,Moderna,261,386.15,Metformin
D-2875,Cardiovascular,Moderna,246,455.57,Losartan
D-2876,Antidepressant,Moderna,318,345.92,Escitalopram
D-2877,Cardiovascular,AstraZeneca,471,80.34,Amlodipine
D-2878,Diabetes,AstraZeneca,466,73.2,Canagliflozin
D-2879,Antidepressant,Pfizer,494,115.13,Escitalopram
D-2880,Antiviral,GSK,500,226.14,Zidovudine
D-2881,Painkiller,GSK,382,461.61,Paracetamol
D-2882,Diabetes,Pfizer,146,148.05,Sitagliptin
D-2883,Antidepressant,Pfizer,44,5.56,Sertraline
D-2884,Antifungal,Novartis,240,480.68,Clotrimazole
D-2885,Antifungal,Novartis,209,198.59,Terbinafine
D-2886,Antibiotic,Merck,408,21.67,Ceftriaxone
D-2887,Antidepressant,Pfizer,108,176.59,Amitriptyline
D-2888,Painkiller,Roche,415,444.19,Aspirin
D-2889,Antiviral,Merck,404,250.96,Oseltamivir
D-2890,Antibiotic,GSK,151,345.97,Ceftriaxone
D-2891,Antidepressant,AstraZeneca,374,452.89,Amitriptyline
D-2892,Antiviral,Merck,83,236.45,Remdesivir
D-2893,Painkiller,AstraZeneca,196,395.89,Ibuprofen
D-2894,Painkiller,Moderna,444,182.46,Aspirin
D-2895,Antibiotic,Pfizer,408,485.61,Ceftriaxone
D-2896,Antibiotic,Novartis,40,208.73,Azithromycin
D-2897,Antidepressant,Moderna,252,84.09,Fluoxetine
D-2898,Antiviral,AstraZeneca,136,465.62,Oseltamivir
D-2899,Diabetes,Merck,124,175.5,Sitagliptin
D-2900,Antifungal,Pfizer,334,229.94,Ketoconazole
D-2901,Antiviral,Merck,11,9.17,Oseltamivir
D-2902,Painkiller,AstraZeneca,177,48.16,Codeine
D-2903,Diabetes,Roche,192,311.78,Metformin
D-2904,Painkiller,Merck,432,496.28,Ibuprofen
D-2905,Diabetes,Moderna,327,282.21,Sitagliptin
D-2906,Antidepressant,Pfizer,257,74.05,Mirtazapine
D-2907,Antifungal,Merck,297,352.1,Fluconazole
D-2908,Cardiovascular,Roche,84,58.06,Atorvastatin
D-2909,Antidepressant,Roche,411,62.52,Sertraline
D-2910,Painkiller,Novartis,149,212.24,Aspirin
D-2911,Diabetes,Merck,499,39.37,Sitagliptin
D-2912,Painkiller,Pfizer,173,92.46,Paracetamol
D-2913,Antiviral,GSK,258,317.62,Acyclovir
D-2914,Antifungal,Novartis,170,167.05,Terbinafine
D-2915,Antiviral,Roche,319,284.41,Lopinavir
D-2916,Antiviral,Pfizer,462,147.0,Zidovudine
D-2917,Antidepressant,Pfizer,284,433.81,Fluoxetine
D-2918,Antiviral,Pfizer,112,201.8,Oseltamivir
D-2919,Antibiotic,Pfizer,431,442.27,Ceftriaxone
D-2920,Antibiotic,Novartis,425,35.11,Ceftriaxone
D-2921,Antiviral,AstraZeneca,340,302.8,Zidovudine
D-2922,Antifungal,Merck,106,113.44,Fluconazole
D-2923,Antiviral,GSK,500,135.93,Oseltamivir
D-2924,Painkiller,Pfizer,482,207.16,Aspirin
D-2925,Painkiller,Merck,315,31.62,Tramadol
D-2926,Antifungal,Moderna,319,68.25,Terbinafine
D-2927,Antidepressant,Pfizer,71,124.94,Escitalopram
D-2928,Antibiotic,Merck,161,75.95,Ceftriaxone
D-2929,Antibiotic,Novartis,385,47.9,Levofloxacin
D-2930,Antidepressant,Pfizer,41,49.42,Amitriptyline
D-2931,Antiviral,AstraZeneca,386,440.09,Zidovudine
D-2932,Antifungal,Roche,463,454.15,Terbinafine
D-2933,Diabetes,GSK,109,104.25,Insulin
D-2934,Cardiovascular,Novartis,278,452.52,Losartan
D-2935,Cardiovascular,Pfizer,419,286.06,Losartan
D-2936,Antiviral,Pfizer,268,495.15,Acyclovir
D-2937,Antidepressant,GSK,154,315.44,Amitriptyline
D-2938,Antifungal,Pfizer,137,38.98,Fluconazole
D-2939,Antibiotic,Roche,414,49.34,Amoxicillin
D-2940,Diabetes,Pfizer,202,19.54,Sitagliptin
D-2941,Antibiotic,AstraZeneca,226,452.7,Amoxicillin
D-2942,Antiviral,Merck,368,473.52,Remdesivir
D-2943,Painkiller,Novartis,429,359.09,Tramadol
D-2944,Antidepressant,Novartis,446,10.71,Sertraline
D-2945,Cardiovascular,Pfizer,15,369.04,Atorvastatin
D-2946,Antidepressant,Roche,162,220.44,Mirtazapine
D-2947,Diabetes,Merck,143,165.93,Sitagliptin
D-2948,Antiviral,Novartis,114,478.08,Oseltamivir
D-2949,Antidepressant,Moderna,83,387.09,Escitalopram
D-2950,Antibiotic,Merck,161,366.6,Amoxicillin
D-2951,Antiviral,Roche,22,486.91,Lopinavir
D-2952,Antibiotic,Merck,24,132.98,Ceftriaxone
D-2953,Antifungal,GSK,343,194.01,Ketoconazole
D-2954,Antifungal,Roche,339,27.77,Ketoconazole
D-2955,Painkiller,Pfizer,400,438.28,Ibuprofen
D-2956,Antidepressant,Novartis,225,329.27,Fluoxetine
D-2957,Antifungal,Novartis,50,447.45,Clotrimazole
D-2958,Antidepressant,Novartis,198,489.34,Fluoxetine
D-2959,Antibiotic,Merck,248,212.39,Amoxicillin
D-2960,Antiviral,Novartis,407,113.29,Zidovudine
D-2961,Antifungal,Roche,475,318.84,Clotrimazole
D-2962,Antiviral,Roche,85,194.5,Lopinavir
D-2963,Diabetes,Pfizer,238,483.36,Sitagliptin
D-2964,Antifungal,AstraZeneca,330,58.0,Clotrimazole
D-2965,Antidepressant,GSK,205,48.62,Escitalopram
D-2966,Diabetes,GSK,294,122.12,Canagliflozin
D-2967,Antifungal,Merck,90,186.15,Terbinafine
D-2968,Cardiovascular,Pfizer,314,360.99,Ramipril
D-2969,Antifungal,Novartis,237,400.28,Ketoconazole
D-2970,Antibiotic,Roche,398,491.6,Levofloxacin
D-2971,Painkiller,AstraZeneca,170,482.2,Ibuprofen
D-2972,Antibiotic,Roche,65,158.02,Azithromycin
D-2973,Antiviral,Moderna,489,423.45,Zidovudine
D-2974,Antidepressant,Pfizer,150,133.44,Escitalopram
D-2975,Diabetes,Pfizer,243,178.11,Canagliflozin
D-2976,Antidepressant,Pfizer,151,480.75,Sertraline
D-2977,Antifungal,Roche,111,46.12,Terbinafine
D-2978,Antidepressant,GSK,371,499.59,Amitriptyline
D-2979,Diabetes,Pfizer,320,269.71,Insulin
D-2980,Painkiller,Roche,242,85.78,Ibuprofen
D-2981,Painkiller,Merck,155,162.34,Tramadol
D-2982,Antifungal,Merck,93,55.27,Clotrimazole
D-2983,Antifungal,Moderna,310,341.3,Terbinafine
D-2984,Antiviral,Roche,75,413.89,Acyclovir
D-2985,Antifungal,Moderna,175,335.75,Clotrimazole
D-2986,Antibiotic,GSK,499,95.72,Levofloxacin
D-2987,Antibiotic,Roche,18,229.27,Doxycycline
D-2988,Antibiotic,AstraZeneca,73,6.88,Doxycycline
D-2989,Painkiller,AstraZeneca,36,199.03,Aspirin
D-2990,Cardiovascular,Novartis,454,212.06,Amlodipine
D-2991,Antidepressant,Novartis,177,405.57,Sertraline
D-2992,Diabetes,GSK,292,467.8,Insulin
D-2993,Antiviral,Roche,254,466.28,Lopinavir
D-2994,Antifungal,Novartis,198,392.67,Fluconazole
D-2995,Antiviral,Moderna,82,476.59,Lopinavir
D-2996,Painkiller,Moderna,171,428.68,Codeine
D-2997,Antifungal,Moderna,435,141.65,Fluconazole
D-2998,Antifungal,Merck,378,42.91,Ketoconazole
D-2999,Painkiller,Pfizer,202,463.67,Aspirin
D-3000,Antidepressant,Pfizer,291,440.26,Mirtazapine
D-3001,Antifungal,Moderna,23,442.52,Ketoconazole
D-3002,Antidepressant,AstraZeneca,331,207.34,Fluoxetine
D-3003,Painkiller,Roche,232,275.16,Codeine
D-3004,Antiviral,Novartis,340,257.77,Zidovudine
D-3005,Antifungal,Roche,175,422.93,Terbinafine
D-3006,Cardiovascular,GSK,212,396.1,Ramipril
D-3007,Diabetes,Merck,101,150.26,Insulin
D-3008,Antidepressant,AstraZeneca,177,236.21,Mirtazapine
D-3009,Antifungal,AstraZeneca,323,44.86,Itraconazole
D-3010,Antidepressant,Roche,438,84.02,Fluoxetine
D-3011,Antifungal,Roche,399,34.74,Itraconazole
D-3012,Diabetes,Merck,27,107.81,Canagliflozin
D-3013,Antifungal,Moderna,339,12.45,Ketoconazole
D-3014,Antifungal,Moderna,154,209.33,Ketoconazole
D-3015,Antiviral,Novartis,175,466.66,Acyclovir
D-3016,Cardiovascular,AstraZeneca,299,404.11,Ramipril
D-3017,Antifungal,Roche,397,155.14,Fluconazole
D-3018,Antidepressant,AstraZeneca,301,284.98,Sertraline
D-3019,Antiviral,AstraZeneca,30,496.74,Remdesivir
D-3020,Diabetes,AstraZeneca,462,486.91,Insulin
D-3021,Antibiotic,Pfizer,271,67.15,Ceftriaxone
D-3022,Antidepressant,Roche,38,160.04,Escitalopram
D-3023,Antidepressant,Roche,380,139.58,Amitriptyline
D-3024,Cardiovascular,GSK,377,108.69,Amlodipine
D-3025,Antibiotic,GSK,375,31.56,Levofloxacin
D-3026,Antiviral,Moderna,77,364.4,Remdesivir
D-3027,Antifungal,Pfizer,264,439.96,Itraconazole
D-3028,Antidepressant,Moderna,42,378.18,Amitriptyline
D-3029,Diabetes,Roche,484,276.1,Glipizide
D-3030,Cardiovascular,Merck,44,474.0,Ramipril
D-3031,Diabetes,Merck,81,79.65,Sitagliptin
D-3032,Cardiovascular,Roche,87,171.46,Metoprolol
D-3033,Cardiovascular,Merck,62,320.41,Amlodipine
D-3034,Antibiotic,Pfizer,277,422.52,Amoxicillin
D-3035,Antifungal,Novartis,93,304.28,Itraconazole
D-3036,Antiviral,AstraZeneca,491,376.85,Acyclovir
D-3037,Antidepressant,Moderna,375,86.0,Amitriptyline
D-3038,Cardiovascular,Moderna,130,132.11,Atorvastatin
D-3039,Diabetes,GSK,57,393.9,Insulin
D-3040,Diabetes,Moderna,396,13.51,Metformin
D-3041,Antifungal,Merck,194,202.84,Itraconazole
D-3042,Antifungal,Pfizer,192,347.02,Ketoconazole
D-3043,Painkiller,AstraZeneca,183,401.51,Paracetamol
D-3044,Cardiovascular,Moderna,51,323.19,Metoprolol
D-3045,Antibiotic,GSK,221,48.53,Doxycycline
D-3046,Antifungal,Novartis,185,66.24,Clotrimazole
D-3047,Antiviral,GSK,394,336.94,Acyclovir
D-3048,Painkiller,GSK,45,308.17,Tramadol
D-3049,Antifungal,Novartis,262,388.18,Itraconazole
D-3050,Cardiovascular,Roche,215,275.62,Metoprolol
D-3051,Cardiovascular,GSK,289,44.75,Metoprolol
D-3052,Antifungal,AstraZeneca,41,77.64,Fluconazole
D-3053,Diabetes,Merck,278,128.29,Metformin
D-3054,Diabetes,Roche,223,429.3,Glipizide
D-3055,Antiviral,Roche,338,217.37,Remdesivir
D-3056,Painkiller,AstraZeneca,414,156.83,Tramadol
D-3057,Diabetes,Roche,212,171.99,Glipizide
D-3058,Cardiovascular,AstraZeneca,365,295.45,Atorvastatin
D-3059,Painkiller,Novartis,89,147.31,Tramadol
D-3060,Antibiotic,AstraZeneca,290,437.84,Amoxicillin
D-3061,Antifungal,Moderna,431,253.83,Fluconazole
D-3062,Cardiovascular,Pfizer,55,93.49,Amlodipine
D-3063,Antibiotic,Novartis,426,37.06,Doxycycline
D-3064,Painkiller,Merck,116,260.82,Paracetamol
D-3065,Antibiotic,Pfizer,239,295.41,Doxycycline
D-3066,Antiviral,Novartis,91,212.79,Zidovudine
D-3067,Antidepressant,Moderna,69,16.48,Fluoxetine
D-3068,Antiviral,Pfizer,400,205.55,Lopinavir
D-3069,Painkiller,GSK,476,133.54,Paracetamol
D-3070,Antiviral,Moderna,454,388.2,Remdesivir
D-3071,Cardiovascular,GSK,143,176.92,Losartan
D-3072,Painkiller,Moderna,126,53.68,Codeine
D-3073,Antiviral,Novartis,132,54.87,Oseltamivir
D-3074,Antifungal,Roche,38,26.65,Fluconazole
D-3075,Diabetes,Moderna,340,50.1,Sitagliptin
D-3076,Antifungal,Moderna,359,408.51,Terbinafine
D-3077,Antiviral,Novartis,295,188.68,Zidovudine
D-3078,Diabetes,GSK,22,102.06,Metformin
D-3079,Diabetes,Merck,36,376.13,Metformin
D-3080,Cardiovascular,Merck,339,45.72,Amlodipine
D-3081,Cardiovascular,AstraZeneca,441,364.47,Metoprolol
D-3082,Antibiotic,Merck,367,127.33,Amoxicillin
D-3083,Cardiovascular,GSK,125,19.51,Losartan
D-3084,Painkiller,Novartis,255,355.58,Codeine
D-3085,Antifungal,Moderna,31,30.22,Fluconazole
D-3086,Painkiller,Novartis,31,307.59,Paracetamol
D-3087,Antifungal,Moderna,122,475.78,Terbinafine
D-3088,Antidepressant,Merck,398,214.82,Mirtazapine
D-3089,Cardiovascular,Pfizer,129,412.78,Losartan
D-3090,Antiviral,AstraZeneca,496,123.66,Zidovudine
D-3091,Antifungal,Pfizer,88,75.43,Fluconazole
D-3092,Antiviral,Pfizer,498,358.2,Remdesivir
D-3093,Antidepressant,AstraZeneca,455,322.72,Escitalopram
D-3094,Painkiller,Pfizer,80,255.09,Aspirin
D-3095,Antiviral,Roche,266,31.17,Remdesivir
D-3096,Antifungal,Pfizer,173,33.93,Itraconazole
D-3097,Antidepressant,Moderna,175,85.76,Escitalopram
D-3098,Antifungal,AstraZeneca,208,499.75,Clotrimazole
D-3099,Antidepressant,Novartis,397,104.81,Fluoxetine
D-3100,Cardiovascular,Moderna,334,299.36,Metoprolol
D-3101,Diabetes,GSK,353,277.63,Canagliflozin
D-3102,Diabetes,Roche,212,298.15,Insulin
D-3103,Cardiovascular,Merck,19,304.17,Metoprolol
D-3104,Cardiovascular,AstraZeneca,271,479.19,Ramipril
D-3105,Cardiovascular,Pfizer,401,44.69,Amlodipine
D-3106,Diabetes,Pfizer,158,404.76,Insulin
D-3107,Cardiovascular,Moderna,262,21.05,Metoprolol
D-3108,Antidepressant,Moderna,22,11.54,Amitriptyline
D-3109,Antifungal,AstraZeneca,352,152.42,Fluconazole
D-3110,Antiviral,Moderna,375,468.71,Remdesivir
D-3111,Painkiller,Moderna,366,407.58,Paracetamol
D-3112,Painkiller,AstraZeneca,222,124.15,Ibuprofen
D-3113,Antidepressant,GSK,291,376.36,Escitalopram
D-3114,Antifungal,Moderna,44,250.71,Clotrimazole
D-3115,Antidepressant,AstraZeneca,30,53.96,Escitalopram
D-3116,Painkiller,Merck,112,412.2,Aspirin
D-3117,Antidepressant,Roche,311,382.15,Escitalopram
D-3118,Diabetes,Moderna,28,279.61,Canagliflozin
D-3119,Antidepressant,Moderna,116,27.57,Escitalopram
D-3120,Cardiovascular,Moderna,127,375.86,Metoprolol
D-3121,Painkiller,Pfizer,308,442.89,Codeine
D-3122,Cardiovascular,Moderna,261,380.05,Atorvastatin
D-3123,Cardiovascular,Merck,13,442.63,Atorvastatin
D-3124,Antiviral,AstraZeneca,188,82.02,Acyclovir
D-3125,Antidepressant,Pfizer,369,493.91,Sertraline
D-3126,Antiviral,Pfizer,51,180.62,Oseltamivir
D-3127,Antidepressant,Merck,307,359.07,Sertraline
D-3128,Antifungal,GSK,461,489.0,Terbinafine
D-3129,Diabetes,Moderna,198,495.36,Sitagliptin
D-3130,Cardiovascular,Novartis,270,362.27,Losartan
D-3131,Antidepressant,GSK,470,132.89,Fluoxetine
D-3132,Antidepressant,Merck,434,293.01,Amitriptyline
D-3133,Antibiotic,Pfizer,94,146.02,Azithromycin
D-3134,Antifungal,AstraZeneca,213,489.2,Ketoconazole
D-3135,Cardiovascular,Moderna,118,236.0,Ramipril
D-3136,Antifungal,AstraZeneca,87,264.32,Itraconazole
D-3137,Antiviral,Novartis,284,434.33,Lopinavir
D-3138,Antiviral,Moderna,13,461.03,Zidovudine
D-3139,Diabetes,AstraZeneca,478,316.2,Glipizide
D-3140,Antidepressant,Merck,331,43.14,Fluoxetine
D-3141,Diabetes,AstraZeneca,391,479.31,Metformin
D-3142,Diabetes,GSK,328,173.66,Sitagliptin
D-3143,Painkiller,Moderna,154,172.16,Ibuprofen
D-3144,Antidepressant,Roche,146,87.0,Amitriptyline
D-3145,Antibiotic,Merck,294,64.09,Levofloxacin
D-3146,Antidepressant,Roche,201,238.91,Fluoxetine
D-3147,Cardiovascular,Novartis,271,87.4,Ramipril
D-3148,Antibiotic,GSK,208,266.6,Doxycycline
D-3149,Antidepressant,Pfizer,91,434.28,Sertraline
D-3150,Antiviral,Pfizer,437,224.6,Lopinavir
D-3151,Cardiovascular,Moderna,113,373.62,Amlodipine
D-3152,Antidepressant,Moderna,396,238.48,Amitriptyline
D-3153,Cardiovascular,Merck,321,390.8,Atorvastatin
D-3154,Antiviral,Moderna,141,301.38,Lopinavir
D-3155,Painkiller,Moderna,181,32.84,Ibuprofen
D-3156,Painkiller,Roche,110,117.22,Aspirin
D-3157,Diabetes,Novartis,177,60.42,Metformin
D-3158,Antifungal,GSK,469,210.67,Terbinafine
D-3159,Antidepressant,AstraZeneca,143,216.24,Mirtazapine
D-3160,Antifungal,AstraZeneca,211,278.5,Fluconazole
D-3161,Cardiovascular,Roche,71,258.43,Metoprolol
D-3162,Antidepressant,Novartis,343,390.7,Escitalopram
D-3163,Painkiller,GSK,156,237.64,Paracetamol
D-3164,Antibiotic,Moderna,241,418.22,Levofloxacin
D-3165,Antifungal,Pfizer,24,69.24,Fluconazole
D-3166,Cardiovascular,Merck,238,105.39,Atorvastatin
D-3167,Antifungal,Roche,318,299.88,Ketoconazole
D-3168,Painkiller,Roche,343,380.29,Codeine
D-3169,Painkiller,Moderna,353,318.7,Aspirin
D-3170,Antibiotic,Merck,272,195.18,Amoxicillin
D-3171,Cardiovascular,Roche,404,243.16,Losartan
D-3172,Antifungal,AstraZeneca,217,388.57,Clotrimazole
D-3173,Painkiller,Merck,114,270.06,Tramadol
D-3174,Cardiovascular,Moderna,104,245.16,Amlodipine
D-3175,Painkiller,AstraZeneca,67,419.56,Tramadol
D-3176,Antibiotic,Moderna,31,24.96,Doxycycline
D-3177,Antibiotic,Pfizer,208,439.76,Azithromycin
D-3178,Antiviral,GSK,421,282.03,Zidovudine
D-3179,Antidepressant,Merck,64,57.49,Amitriptyline
D-3180,Cardiovascular,AstraZeneca,390,451.95,Atorvastatin
D-3181,Antiviral,Merck,487,95.12,Oseltamivir
D-3182,Antibiotic,Moderna,457,146.96,Ceftriaxone
D-3183,Cardiovascular,Merck,115,12.39,Losartan
D-3184,Diabetes,Roche,112,362.78,Sitagliptin
D-3185,Painkiller,Roche,398,276.78,Tramadol
D-3186,Antibiotic,Novartis,301,393.27,Doxycycline
D-3187,Antifungal,Moderna,386,235.43,Terbinafine
D-3188,Painkiller,GSK,392,485.29,Aspirin
D-3189,Antiviral,Pfizer,162,20.58,Oseltamivir
D-3190,Cardiovascular,Merck,436,89.01,Amlodipine
D-3191,Antiviral,Novartis,363,132.16,Acyclovir
D-3192,Antiviral,Merck,355,434.72,Lopinavir
D-3193,Cardiovascular,GSK,119,101.11,Amlodipine
D-3194,Painkiller,Roche,463,385.18,Aspirin
D-3195,Diabetes,Pfizer,313,110.58,Glipizide
D-3196,Antidepressant,Moderna,428,200.65,Mirtazapine
D-3197,Antidepressant,Roche,165,97.18,Amitriptyline
D-3198,Antidepressant,Novartis,194,485.29,Amitriptyline
D-3199,Cardiovascular,Merck,247,65.16,Ramipril
D-3200,Antibiotic,GSK,37,294.61,Doxycycline
D-3201,Diabetes,Merck,341,395.72,Glipizide
D-3202,Antibiotic,Roche,330,195.3,Azithromycin
D-3203,Cardiovascular,AstraZeneca,127,336.1,Atorvastatin
D-3204,Antifungal,Novartis,300,194.3,Itraconazole
D-3205,Painkiller,Roche,465,179.44,Aspirin
D-3206,Antifungal,Novartis,462,230.67,Itraconazole
D-3207,Cardiovascular,Moderna,441,202.21,Losartan
D-3208,Cardiovascular,AstraZeneca,139,238.72,Metoprolol
D-3209,Diabetes,GSK,121,197.52,Glipizide
D-3210,Antibiotic,AstraZeneca,271,224.03,Azithromycin
D-3211,Painkiller,Roche,22,342.91,Tramadol
D-3212,Antiviral,GSK,168,37.82,Oseltamivir
D-3213,Diabetes,Novartis,16,311.77,Metformin
D-3214,Painkiller,GSK,120,63.61,Paracetamol
D-3215,Antibiotic,Novartis,434,291.14,Ceftriaxone
D-3216,Diabetes,Novartis,102,491.36,Metformin
D-3217,Antiviral,AstraZeneca,450,466.1,Zidovudine
D-3218,Diabetes,Roche,180,350.01,Insulin
D-3219,Antiviral,Novartis,115,470.1,Remdesivir
D-3220,Painkiller,GSK,265,471.94,Aspirin
D-3221,Cardiovascular,Merck,494,49.27,Metoprolol
D-3222,Diabetes,Roche,378,32.18,Canagliflozin
D-3223,Antidepressant,GSK,208,62.14,Escitalopram
D-3224,Antibiotic,Pfizer,378,206.25,Doxycycline
D-3225,Antibiotic,Moderna,177,152.6,Levofloxacin
D-3226,Antidepressant,Moderna,244,76.87,Fluoxetine
D-3227,Antifungal,Moderna,210,40.99,Ketoconazole
D-3228,Antifungal,Novartis,318,242.77,Clotrimazole
D-3229,Antibiotic,Merck,395,9.77,Amoxicillin
D-3230,Antidepressant,Moderna,94,102.82,Amitriptyline
D-3231,Antidepressant,Novartis,481,27.98,Fluoxetine
D-3232,Antiviral,Moderna,261,470.8,Lopinavir
D-3233,Cardiovascular,AstraZeneca,255,407.62,Losartan
D-3234,Antifungal,Novartis,297,263.73,Ketoconazole
D-3235,Antifungal,Novartis,315,132.72,Itraconazole
D-3236,Antiviral,Roche,156,391.98,Remdesivir
D-3237,Painkiller,Moderna,417,144.62,Tramadol
D-3238,Diabetes,Merck,351,109.88,Canagliflozin
D-3239,Antifungal,AstraZeneca,448,375.29,Itraconazole
